ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Definition
bd34586f-b248-4aca-889f-db977e4ec6bb,Group,a700e59c-590a-4795-a1b5-747ece159f68,Travel and Leisure,,,,,,,,
fe9df245-f52f-4c61-87df-05cbbf0616ab,Group,bd34586f-b248-4aca-889f-db977e4ec6bb,Travel and Leisure,,,,,,,,
f4365ce0-6183-4190-9edc-85527aa1b7ed,Attribute,fe9df245-f52f-4c61-87df-05cbbf0616ab,Airlines,,,,,,,,"Companies providing primarily passenger air transport. Excludes airport operators and air freight transport, which are classified under 50206040 - Delivery Services."
b904b286-ba65-408d-bf44-59bdad47d21f,Attribute,fe9df245-f52f-4c61-87df-05cbbf0616ab,Travel and Tourism,,,,,,,,"Companies providing travel and tourism related services, including travel agents, online travel reservation services, and companies that provide passenger transportation for leisure are included, such as tour buses, leisure cruisers and railways, and taxis. Excludes mass public transportation services which are classified under Industrial Transportation Sector."
067ab4e8-5174-4df7-87a0-1cdcaa9e90bc,Attribute,fe9df245-f52f-4c61-87df-05cbbf0616ab,Casinos and Gambling,,,,,,,,"Providers of gambling and casino facilities. Includes online casinos, racetracks and the manufacturers of pachinko machines and casino and lottery equipment."
49eaca5b-5441-49fb-9b8c-45b42dae47c9,Attribute,fe9df245-f52f-4c61-87df-05cbbf0616ab,Hotels and Motels,,,,,,,,"Operators and managers of hotels, motels, lodges, resorts, spas and campgrounds."
56a78853-bce4-4cd6-adb7-fa81233eaf6c,Attribute,fe9df245-f52f-4c61-87df-05cbbf0616ab,Recreational Services,,,,,,,,"Providers of leisure facilities and services, including fitness centers, amusement parks, concerts and sports/e-sports event promotion. Also includes companies that own and manage professional sports teams."
352266ff-7e4f-4314-bdc1-0f1213e486d4,Attribute,fe9df245-f52f-4c61-87df-05cbbf0616ab,Restaurants and Bars,,,,,,,,"Operators of restaurants, fast-food facilities, coffee shops and bars. Includes integrated brewery companies.  Excludes catering companies, which are classified as Vending and Catering Service."
5c3e59cc-6cc2-41d7-ab90-a9b5f7973c79,Object,5db04224-5886-41af-a1d9-256f6efb3df6,Consumer Staples,,,,,,,,
874ed50e-41f2-43e2-bda1-7155dea27c9b,Group,5c3e59cc-6cc2-41d7-ab90-a9b5f7973c79,"Food, Beverages and Tobacco",,,,,,,,
64f4bb63-c338-4538-9904-2e6db210e030,Group,874ed50e-41f2-43e2-bda1-7155dea27c9b,Beverages,,,,,,,,
72d1f9ae-236f-479b-8039-36c4d7f04263,Attribute,64f4bb63-c338-4538-9904-2e6db210e030,Brewers,,,,,,,,"Manufacturers and shippers of cider or malt products such as beer, ale and stout."
7807883c-c0c5-403f-9f4c-35a49a0d8d70,Attribute,64f4bb63-c338-4538-9904-2e6db210e030,Distillers and Vintners,,,,,,,,"Producers, distillers, vintners, blenders and shippers of wine and spirits such as whisky, brandy, rum, gin or liqueurs."
17016ea9-2d59-4bff-98e7-d34a34c89855,Attribute,64f4bb63-c338-4538-9904-2e6db210e030,Soft Drinks,,,,,,,,"Manufacturers, bottlers and distributors of non-alcoholic beverages, such as soda, fruit juices, tea, coffee and bottled water."
017f5b9a-ee40-4ba4-af20-c86526fbf1d1,Group,874ed50e-41f2-43e2-bda1-7155dea27c9b,Food Produces,,,,,,,,
2663f349-0b1e-4564-9fc8-56ecd7b2be88,Attribute,017f5b9a-ee40-4ba4-af20-c86526fbf1d1,"Farming, Fishing, Ranching and Plantations",,,,,,,,"Companies that grow crops or raise livestock, operate fisheries or own nontobacco plantations. Includes manufacturers of livestock feeds and seeds and other agricultural products"
5a189788-514f-46a0-ae09-6796e3f73da9,Attribute,017f5b9a-ee40-4ba4-af20-c86526fbf1d1,Food Products,,,,,,,,"Food producers, including meatpacking, snacks, fruits, vegetables, dairy products and frozen seafood. Includes producers of pet food and manufacturers of dietary supplements, vitamins and related items. Excludes producers of fruit juices, tea, coffee, bottled water and other non-alcoholic beverages, which are classified under Soft Drinks."
d38ea0a2-606d-4893-beb5-417e88d8cd80,Attribute,017f5b9a-ee40-4ba4-af20-c86526fbf1d1,Fruit and Grain Processing,,,,,,,,"Companies involved in the value-adding process of various ""raw"" or ""unprocessed"" agricultural products.  May also produce and market such products."
0257d306-da9d-4fda-908c-be812719e071,Attribute,017f5b9a-ee40-4ba4-af20-c86526fbf1d1,Sugar,,,,,,,,"Companies that grow, refine, process and distribute sugar"
5d948c27-7e04-4ca7-a8bf-122ae7f56062,Group,5c3e59cc-6cc2-41d7-ab90-a9b5f7973c79," Personal
Care, Drug and
Grocery Stores",,,,,,,,
0b4cdd70-9bd1-44a1-b247-cad44c934dd8,Group,5d948c27-7e04-4ca7-a8bf-122ae7f56062,"Personal
Care, Drug and
Grocery Stores",,,,,,,,
7b17cd26-9a65-4cf6-ab5a-975c4a6f8ed1,Attribute,0b4cdd70-9bd1-44a1-b247-cad44c934dd8,Tobacco,,,,,,,,"Manufacturers and distributors of cigarettes, cigars and other tobacco products. Includes tobacco plantations."
18bc1b7b-027e-4fca-8da7-2badfedbaafa,Attribute,0b4cdd70-9bd1-44a1-b247-cad44c934dd8,Food Retailers and Wholesalers,,,,,,,,"Supermarkets, food-oriented convenience stores and other food retailers and distributors. Includes retailers of dietary supplements and vitamins."
516e9143-3839-4dd6-af80-5fc87d521bb8,Attribute,0b4cdd70-9bd1-44a1-b247-cad44c934dd8,Drug Retailers,,,,,,,,"Operators of pharmacies, including wholesalers and distributors catering to these businesses."
982e920b-9a3b-48a1-82a1-08d95ed70777,Attribute,0b4cdd70-9bd1-44a1-b247-cad44c934dd8,Personal Products,,,,,,,,"Makers and distributors of toiletries and personal-care and hygiene products, including deodorants, soaps, toothpaste, perfumes, diapers, shampoos, razors, condoms and feminine-hygiene products. Excludes makers of hormonal (oral or injection) and implants (intrauterine devices) and contraceptives, which are classified under the Pharmaceuticals Subsector."
d4aaba1e-d08b-435f-a4d8-07bf336dfe54,Attribute,0b4cdd70-9bd1-44a1-b247-cad44c934dd8,Nondurable Household Products,,,,,,,,"Producers and distributors of pens, paper goods, batteries, light bulbs, tissues, toilet paper and cleaning products such as soaps and polishes."
9dcdb139-b79c-44c2-b95f-60b7b9239a6d,Attribute,0b4cdd70-9bd1-44a1-b247-cad44c934dd8,Miscellaneous Consumer Staple Goods,,,,,,,,Includes Consumer Staples companies that are not classified in any other Consumer Staples industry
e7f70616-86d7-43ff-ac1e-05a44eb5800d,Object,5db04224-5886-41af-a1d9-256f6efb3df6,Industrials,,,,,,,,
f0606bb1-9c18-4476-88f9-d7ca168095ae,Group,e7f70616-86d7-43ff-ac1e-05a44eb5800d,Construction and Materials,,,,,,,,
10167291-929f-4074-b6b4-71de3e428ce1,Group,f0606bb1-9c18-4476-88f9-d7ca168095ae,Construction and Materials,,,,,,,,
a6301d22-6f4f-4421-9d42-86f16ff3a6f4,Attribute,10167291-929f-4074-b6b4-71de3e428ce1,Construction,,,,,,,,Companies that provide construction and infrastructure development services to private and/or public sector clients.
726d4903-1aa9-4442-9411-d08f76758404,Attribute,10167291-929f-4074-b6b4-71de3e428ce1,Engineering and Contracting Services,,,,,,,,"Companies that provide capital project planning and solutions.  Includes engineering contracts, infrastructure development, bid preparation, interior enhancement designs and architects."
993c5b26-13ae-40b1-a389-71950dbbfb8e,Group,10167291-929f-4074-b6b4-71de3e428ce1,"Building, Roofing",,,,,,,,
8caba29e-3d7e-4fbd-9a39-800052ef33fc,Attribute,993c5b26-13ae-40b1-a389-71950dbbfb8e,Wallboard and Plumbing,,,,,,,,"Companies that design, manufacture, market and/or install non-climate control systems and related products such as siding, windows and water pipes."
9892e058-9565-41e5-95e3-e183cbaf2cfb,Attribute,10167291-929f-4074-b6b4-71de3e428ce1,Building: Climate Control,,,,,,,,"Companies that design, manufacture, market and/or install air conditioning, heating and/or refrigeration systems"
513816f4-2ff5-4c4b-baec-b5752869b498,Attribute,10167291-929f-4074-b6b4-71de3e428ce1,Cement,,,,,,,,Companies primarily engaged in manufacturing and distributing cement and cement-derived products
f2e15529-2823-4e2e-b595-e8802ed0a3f8,Attribute,10167291-929f-4074-b6b4-71de3e428ce1,Building Materials: Other,,,,,,,,"Companies that provide materials to the building and construction industry, excluding air-conditioning, cement, heating, plumbing, roofing, and wall boards"
00cefeca-5eab-41d9-aa07-bc26f970ddd6,Group,f0606bb1-9c18-4476-88f9-d7ca168095ae,General Industrials,,,,,,,,
2702e407-8673-4e04-92b5-a282cccd749a,Attribute,00cefeca-5eab-41d9-aa07-bc26f970ddd6,Diversified Industrials,,,,,,,,"Companies engaged in three or more industrial business activities, none of which is the dominant business line"
c76f1473-39f4-4ec0-b4b2-e151fd888dc9,Group,e7f70616-86d7-43ff-ac1e-05a44eb5800d,Industrial Goods and Services,,,,,,,,
d17a911f-cc89-4081-ae57-d7ecdb968953,Group,c76f1473-39f4-4ec0-b4b2-e151fd888dc9,Aerospace and Defense,,,,,,,,
b5134e5d-6aa6-462c-b67f-3d18c995dc88,Attribute,d17a911f-cc89-4081-ae57-d7ecdb968953,Aerospace,,,,,,,,"Manufacturers, assemblers and distributors of aircraft and aircraft parts, including communication satellite,  used in commercial or private air and/or space transport."
8252ded0-c433-470c-bcc4-32eac412852c,Group,e7f70616-86d7-43ff-ac1e-05a44eb5800d," Industrial
Goods and Services",,,,,,,,
27cbbfe2-53d5-48ae-85f1-246bd6f4f871,Group,8252ded0-c433-470c-bcc4-32eac412852c,Aerospace and Defense,,,,,,,,
25f128d3-bc16-4d4d-a85a-f02eccec4d06,Attribute,27cbbfe2-53d5-48ae-85f1-246bd6f4f871,Defense,,,,,,,,"Producers of components and equipment for the defense industry, including military aircraft, radar equipment and weapons. Also included are companies that primarily provide services to the defense industry."
f0f8b555-5cb7-47a3-a670-f82b5ffcea5b,Group,e7f70616-86d7-43ff-ac1e-05a44eb5800d,"Industrial
Goods and Services",,,,,,,,
5fa24842-b62e-444d-93f9-589b84b77279,Group,f0f8b555-5cb7-47a3-a670-f82b5ffcea5b,"Electronic
 and Electrical
Equipment",,,,,,,,
28b57500-b3e2-4182-8a6f-7ab40f552fb8,Attribute,5fa24842-b62e-444d-93f9-589b84b77279,Electrical Components,,,,,,,,"Makers and distributors of basic electrical parts for finished products such as radios, televisions and other consumer electronics. Includes makers of cables, wires, ceramics, transistors, and electric adapters. Excludes communications-related equipment, which are classified under Telecommunications Equipment and makers of high-technology parts, which are classified under Electronic Components Subsector."
959784de-c59c-49b3-beb9-18c7368d3545,Attribute,5fa24842-b62e-444d-93f9-589b84b77279,Electronic Equipment: Control and Filter,,,,,,,,Companies primarily  involved in providing mechanical and electronic security and/or filtration systems
f2e9d190-b6a1-4d72-b2df-002d8f6d5906,Attribute,5fa24842-b62e-444d-93f9-589b84b77279,Electronic Equipment: Gauges and Meters,,,,,,,,"Companies that design, manufacture and market products used to measure electric, gas, water, imaging, and other data for use in a variety of industries."
7f6f8a87-1981-40a5-8482-a187c0e5792e,Attribute,5fa24842-b62e-444d-93f9-589b84b77279,Electronic Equipment: Pollution Control,,,,,,,,Companies primarily engaged in the production of pollution control equipment for purification of air and liquids.
3e1344eb-da15-4b89-81c9-f14beff0c51d,Attribute,5fa24842-b62e-444d-93f9-589b84b77279,Electronic Equipment: Other,,,,,,,,Companies that specialize in the development and production of electrical devices/components marketed to business clients.
6629dbac-b870-48d7-8423-9571f0d3df34,Group,f0f8b555-5cb7-47a3-a670-f82b5ffcea5b,General Industrials,,,,,,,,
11f7313c-0cd6-4372-a355-5ce4854a32a5,Attribute,6629dbac-b870-48d7-8423-9571f0d3df34,Paints and Coatings,,,,,,,,"Companies that manufacture and distribute paint, material coatings, and resins"
83710acd-a607-4068-b51f-0f0a59ab51ca,Attribute,6629dbac-b870-48d7-8423-9571f0d3df34,Plastics,,,,,,,,Companies that manufacture and market plastic products or chemicals used to make plastic
6382f9ce-41a9-4e10-9fe3-8ae914861821,Attribute,6629dbac-b870-48d7-8423-9571f0d3df34,Glass,,,,,,,,"Companies that manufacture various structural glasses such as float glass, architectural glass, delicacy glass, automotive glass, and other glass products. Glass containers/bottles prepared for other markets are classified in 50203030 - Containers and Packaging. Specialized glass for application in electronics are classified in 10102015 - Electronic Components."
4ce7c0ce-0c45-4340-b671-2ba9f76f15e6,Attribute,6629dbac-b870-48d7-8423-9571f0d3df34,Containers and Packaging,,,,,,,,"Companies that may produces a wide range of packaging products and packaging related materials, including  cartons, plastic bottles, jars, glass bottles,  aluminum cans, dispensing pumps, aerosol valves, etc."
1c01c45b-8d54-4b8b-ad60-b30d80647f42,Group,f0f8b555-5cb7-47a3-a670-f82b5ffcea5b,Industrial Engineering,,,,,,,,
1eef48b0-9562-4288-8812-4b6309c68292,Attribute,1c01c45b-8d54-4b8b-ad60-b30d80647f42,Machinery: Industrial,,,,,,,,"Companies that design, develop, manufacture, sell, and support general industrial machines and parts. This excludes all the other machinery subsectors specified"
c53434ba-c67b-4548-99ac-865488f65aef,Attribute,1c01c45b-8d54-4b8b-ad60-b30d80647f42,Machinery: Agricultural,,,,,,,,"Manufacturers and distributers of a range of farming equipment for irrigation, harvesting, plowing and other processes"
cc3d476a-870c-483b-8354-0fdc7497b8a0,Attribute,1c01c45b-8d54-4b8b-ad60-b30d80647f42,Machinery: Construction and Handling,,,,,,,,"Companies that design, manufacture and market large-size industrial equipment for construction and ports."
3bcd39e9-753b-4a6d-8250-bf4cba7f3207,Attribute,1c01c45b-8d54-4b8b-ad60-b30d80647f42,Machinery: Engines,,,,,,,,"Companies that manufacture and distribute energy output devices and component parts, including diesel engines and gas engines"
92c9bbb1-c416-45f1-b997-58b9be4ff331,Attribute,1c01c45b-8d54-4b8b-ad60-b30d80647f42,Machinery: Tools,,,,,,,,Companies that manufactures and market value-adding equipment for various heavy industries
70b754d2-3b47-4e8a-876b-20856dad373c,Group,f0f8b555-5cb7-47a3-a670-f82b5ffcea5b,Industrial Support and Services,,,,,,,,
d61d0300-7e5f-4bf6-9363-be5f95293a26,Attribute,70b754d2-3b47-4e8a-876b-20856dad373c,Machinery: Specialty,,,,,,,,"Companies that design, manufacture and market a specific type or group of industrial machines and parts. This excludes all the other Machinery industries categorized in the Machinery subsector."
04170fee-d44e-4145-a90e-f2b80546e382,Attribute,70b754d2-3b47-4e8a-876b-20856dad373c,Industrial Suppliers,,,,,,,,Distributors and wholesalers of diversified products and equipment primarily used in the commercial and industrial sectors. Includes builder’s merchants and companies providing  Maintenance/Repair services.
b2da5ee1-348e-456b-a93f-4fcf19054bfc,Attribute,70b754d2-3b47-4e8a-876b-20856dad373c,Transaction Processing Services,,,,,,,,"Providers of computerized transaction processing services. Includes companies that engages in any aspects of global payment services such as routing of payment information and related data services that facilitate the authorization, clearing, and settlement of transactions. Includes card network operators, issuer and acquirer processors."
636c2946-c922-4508-9b0d-ec5344618c52,Attribute,70b754d2-3b47-4e8a-876b-20856dad373c,Professional Business Support Services,,,,,,,,"Companies that provide outsourced business operation services. This includes consulting services, corporate taxes, and business decision tools such as credit monitoring and KYC database service. Credit Agencies and Rating firms are classified under the Financial Data Providers Subsector."
97965ecd-47f9-463d-8009-1ea511f5a6ab,Attribute,70b754d2-3b47-4e8a-876b-20856dad373c,Business Training and Employment Agencies,,,,,,,,Providers of business or management training courses and employment services. Includes online job search companies.
891829fa-7eac-4b0d-b3c8-6959450572ab,Attribute,70b754d2-3b47-4e8a-876b-20856dad373c,Forms and Bulk Printing Services,,,,,,,,"Companies that provide printed business products including forms, checks, labels and IDs"
bc13081f-25e4-4520-bf64-f43ba5c93d4f,Attribute,70b754d2-3b47-4e8a-876b-20856dad373c,Security Services,,,,,,,,"Companies that provide security services, install, service and monitor alarm and security systems."
75425557-328c-4a36-8cc3-c2da94117d6d,Group,f0f8b555-5cb7-47a3-a670-f82b5ffcea5b,Industrial Transportation,,,,,,,,
8f702eed-91b7-4ab2-ac28-2acb1fcdd22d,Attribute,75425557-328c-4a36-8cc3-c2da94117d6d,Trucking,,,,,,,,"Companies that provide commercial trucking or mass public bus services. Excludes road and tunnel operators, which are classified under Transportation Services Subsector."
dc52907c-5e34-4490-8be1-5641354ef55c,Attribute,75425557-328c-4a36-8cc3-c2da94117d6d,Commercial Vehicles and Parts,,,,,,,,"Companies that design, develop, manufacture, and distribute light, medium and heavy duty trucks and vans.  Also includes related aftermarket distribution of parts"
a6ddf6d1-b348-4dde-84bc-54d862053232,Attribute,75425557-328c-4a36-8cc3-c2da94117d6d,Railroads,,,,,,,,Companies that operate railway systems for transporting goods and mass public rail services.
be20a4a7-556e-4fdf-9e86-cb3c7919606d,Attribute,75425557-328c-4a36-8cc3-c2da94117d6d,Railroad Equipment,,,,,,,,"Companies that manufacture, supply and distribute railroad supplies"
60ffaaa0-596e-42b2-a5c6-b87558087c69,Attribute,75425557-328c-4a36-8cc3-c2da94117d6d,Marine Transportation,,,,,,,,"Providers of on-water transportation for commercial markets, such as container shipping. Also includes shipbuilders. Excludes ports, which are classified under Transportation Services."
31777dfb-c915-4992-9585-a632e0f43927,Attribute,75425557-328c-4a36-8cc3-c2da94117d6d,Delivery Services,,,,,,,,Operators of mail and package delivery services for commercial and consumer use. Includes courier and logistic services primarily involving air transportation.
a5362ad9-8f44-4e25-b931-16c8535241a9,Attribute,75425557-328c-4a36-8cc3-c2da94117d6d,Commercial Vehicle-Equipment Leasing,,,,,,,,"Companies that rents and lease operational equipment to commercial clients, such as: rails, tankers, freight cars, related equipment plus aviation assets (jets and airplanes)."
5b991ffe-05d8-4a43-8d7e-a265d61ef00c,Attribute,75425557-328c-4a36-8cc3-c2da94117d6d,Transportation Services,,,,,,,,"Companies providing services to the Industrial Transportation sector, including companies that manage airports, train depots, roads, bridges, tunnels, ports, and providers of logistic services to shippers of goods. Includes companies that provide aircraft and vehicle maintenance services."
05fa1e64-93ae-4cf5-b36d-aab5492da18e,Object,5db04224-5886-41af-a1d9-256f6efb3df6,Basic Materials,,,,,,,,
c648c472-fb4c-4797-a358-f10b7d0ded22,Group,05fa1e64-93ae-4cf5-b36d-aab5492da18e,Basic Resources,,,,,,,,
222a057a-4481-40ca-8521-263cc365d105,Group,c648c472-fb4c-4797-a358-f10b7d0ded22,Industrial Materials,,,,,,,,
e17540c9-2c4e-4451-a94e-6a8265c1b26a,Attribute,222a057a-4481-40ca-8521-263cc365d105,Diversified Materials,,,,,,,,"Companies involved in manufacturing a diversified range of  materials (e.g.,  bauxite, abrasive materials and composite material)"
540fb133-c5aa-4bbb-98bd-b4c0d26dc037,Attribute,222a057a-4481-40ca-8521-263cc365d105,Forestry,,,,,,,,"Owners and operators of timber tracts, forest tree nurseries and sawmills. Excludes providers of finished wood products such as wooden beams, which are classified under Building Materials.  Also excludes timber REITs, which are classified under Real Estate."
16e96447-3396-4356-8302-c22ee3afbaaa,Attribute,222a057a-4481-40ca-8521-263cc365d105,Paper,,,,,,,,"Companies that manufacture and market paper products including office paper, cardboard, tissue paper, newsprint, commercial pulp, etc."
08388102-1c88-465c-8987-02c3dd977484,Attribute,222a057a-4481-40ca-8521-263cc365d105,Textile Products,,,,,,,,"Companies that produce and distribute various textile products such as cotton yarns, denims, and other finished fabrics."
994730f5-7687-4dcf-a07b-551b62b82e77,Group,c648c472-fb4c-4797-a358-f10b7d0ded22,Industrial Metals and Mining,,,,,,,,
bbd7ed15-f471-4fb3-b644-2f08a868bbe5,Attribute,994730f5-7687-4dcf-a07b-551b62b82e77,General Mining,,,,,,,,"Companies engaged in the exploration, extraction or refining of minerals not defined elsewhere within the Mining sector. Also includes companies engaged in diversified metals and mining, marketing of mining commodities,and providers of contracted drilling services. Excludes companies that primarily provide services to Oil and Gas companies which are classified in the Oil Equipment and Services Subsector and companies that mine, process and market coal, which are classified under Coal Subsector."
c1ef1db6-d9ab-4a02-8215-050926d0b3a1,Attribute,994730f5-7687-4dcf-a07b-551b62b82e77,Iron and Steel,,,,,,,,"Companies that mine for iron ore and companies that produce, process, and distribute steel products.  This can include welding consumables, strip steel, rods, bars, wires, piping, tubing, rails, and structural products as well as sheets and coils"
7fb14ef2-0be0-4627-a2fc-2a972b49296c,Attribute,994730f5-7687-4dcf-a07b-551b62b82e77,Metal Fabricating,,,,,,,,"Companies that manufacture and supply fabricated metal components such as, rings, piping materials, hinges, springs,   etc."
821289cd-79e1-4ca6-bcce-68d8137a1278,Attribute,994730f5-7687-4dcf-a07b-551b62b82e77,Aluminum,,,,,,,,"Companies that mine or process bauxite or manufacture and distribute aluminum bars, rods and other products for use by other industries. Excludes manufacturers of finished aluminum products, such as siding, which are categorized according to the type of end product."
24055ef9-3f34-4a8d-a638-1d7e144c9a0d,Attribute,994730f5-7687-4dcf-a07b-551b62b82e77,Copper,,,,,,,,"Companies primarily involved in the mining, extraction and distribution of copper and related minerals"
3cf7b335-9313-4d16-a38e-4ab25bccfca2,Attribute,994730f5-7687-4dcf-a07b-551b62b82e77,Nonferrous Metals,,,,,,,,"Producers and traders of metals and primary metal products other than iron, aluminum and steel. Excludes companies that make finished products, which are categorized according to the type of end product."
175bde4b-66fb-4cde-a164-eb2991770f4c,Group,c648c472-fb4c-4797-a358-f10b7d0ded22,Precious Metals and Mining,,,,,,,,
61c5052b-40c2-4270-b8a2-77d1d065c81a,Attribute,175bde4b-66fb-4cde-a164-eb2991770f4c,Diamonds and Gemstones,,,,,,,,Companies engaged in the exploration for and production of diamonds and other gemstones.
86c70a54-294c-46c6-a4c9-4ecc3d3e40fe,Attribute,175bde4b-66fb-4cde-a164-eb2991770f4c,Gold Mining,,,,,,,,Prospectors for and extractors or refiners of gold-bearing ores.
c8cfd275-af0b-4c6c-954d-9213138a8568,Attribute,175bde4b-66fb-4cde-a164-eb2991770f4c,Platinum and Precious Metals,,,,,,,,"Companies engaged in the exploration for and production of platinum, silver and other precious metals not defined elsewhere."
20c852d7-b23b-4ced-8912-ecff7595f665,Group,05fa1e64-93ae-4cf5-b36d-aab5492da18e,Chemicals,,,,,,,,
d57bcfb5-c64e-44b7-8f35-93d2597ef5a4,Group,20c852d7-b23b-4ced-8912-ecff7595f665,Chemicals,,,,,,,,
c05c7bf2-aa05-4354-8d9e-6e1650f1102c,Attribute,d57bcfb5-c64e-44b7-8f35-93d2597ef5a4,Chemicals: Diversified,,,,,,,,Companies that manufacture and market a diversified range of industrial chemicals
68ab2d0f-6556-4acd-b1a0-5de6b79c39b2,Attribute,d57bcfb5-c64e-44b7-8f35-93d2597ef5a4,Chemicals and Synthetic Fibers,,,,,,,,Companies that manufacture and distribute chemical fibers for various applications
209d632f-aa37-4d60-989a-8b852f6180d2,Attribute,d57bcfb5-c64e-44b7-8f35-93d2597ef5a4,Fertilizers,,,,,,,,Companies that manufacture and market nitrogen fertilizers and other agricultural chemicals
e617c045-3b17-4222-8536-7e8a5464564c,Attribute,d57bcfb5-c64e-44b7-8f35-93d2597ef5a4,Specialty Chemicals,,,,,,,,Companies that manufacture and market a specific type or group of chemicals elsewhere in the Chemicals subsector
00c641bc-f8b7-4259-9b6b-235596b5c6e1,Object,5db04224-5886-41af-a1d9-256f6efb3df6,Energy,,,,,,,,
bed7fa3a-4ae0-4be3-b3f2-0f0798c687dc,Group,00c641bc-f8b7-4259-9b6b-235596b5c6e1,Energy,,,,,,,,
c3178a19-53ff-4c2a-83ca-c8eec99b97b5,Group,bed7fa3a-4ae0-4be3-b3f2-0f0798c687dc,"Oil, Gas and Coal",,,,,,,,
ea2e6cda-fa63-46fb-b7df-267de071fd61,Attribute,c3178a19-53ff-4c2a-83ca-c8eec99b97b5,Integrated Oil and Gas,,,,,,,,"Companies that engage in all three fields of petroleum production: Extraction (upstream), Transportation (midstream), and Refining and Marketing (downstream)."
119effec-6e3d-4bea-9c40-977696d023de,Attribute,c3178a19-53ff-4c2a-83ca-c8eec99b97b5,Oil: Crude Producers,,,,,,,,"Companies engaged in the exploration for and drilling, production, and supply of crude oil on land"
e72abcbc-8359-413c-ab9f-89ce46197ee6,Attribute,c3178a19-53ff-4c2a-83ca-c8eec99b97b5,Offshore Drilling and Other Services,,,,,,,,Companies that primarily explore and drill for oil and gas in offshore areas.
749794a0-3359-4c53-9e08-edee35a4f94b,Attribute,c3178a19-53ff-4c2a-83ca-c8eec99b97b5,Oil Refining and Marketing,,,,,,,,Companies primarily engaged in the refining and marketing of petroleum products (downstream).
7817fd78-c24d-47e1-a30c-17afa1c2384b,Attribute,c3178a19-53ff-4c2a-83ca-c8eec99b97b5,Oil Equipment and Services,,,,,,,,"Suppliers of equipment and services to oil fields and offshore platforms, such as drilling, exploration, seismic-information services and platform construction."
d29545ec-dfb7-47be-ac55-b7718b124366,Attribute,c3178a19-53ff-4c2a-83ca-c8eec99b97b5,Pipelines,,,,,,,,"Operators of pipelines carrying oil, gas or other forms of fuel. Excludes pipeline operators that derive the majority of their revenues from direct sales to end users, which are classified under Gas Distribution."
5c355780-bce7-45cd-b02f-5000bf8a1810,Attribute,c3178a19-53ff-4c2a-83ca-c8eec99b97b5,Coal,,,,,,,,"Companies that mine, process and market coal"
449cbf0a-9d8c-45ec-88c3-b5f920b12516,Group,bed7fa3a-4ae0-4be3-b3f2-0f0798c687dc,Alternative Energy,,,,,,,,
5bfd1c2c-0b93-48fc-8f55-97cacd8be6c7,Attribute,449cbf0a-9d8c-45ec-88c3-b5f920b12516,Alternative Fuels,,,,,,,,"Companies that produce alternative fuels such as ethanol, methanol, hydrogen and bio-fuels that are mainly used to power vehicles, and companies that are involved in the production of vehicle fuel cells and/or the development of alternative fueling infrastructure."
2a010300-0cdd-4c99-8c48-fae323d777bc,Attribute,449cbf0a-9d8c-45ec-88c3-b5f920b12516,Renewable Energy Equipment,,,,,,,,"Companies that develop or manufacture renewable energy equipment utilizing sources such as solar, wind, tidal, geothermal, hydro and waves."
04cfd6b5-04ea-4ed3-91b3-a783af98ff46,Object,5db04224-5886-41af-a1d9-256f6efb3df6,Utilities,,,,,,,,
911e4435-76af-433d-8ea0-89f9d39476d6,Group,04cfd6b5-04ea-4ed3-91b3-a783af98ff46,Utilities,,,,,,,,
8c821234-afa1-4655-9699-6411c94cfdbf,Group,911e4435-76af-433d-8ea0-89f9d39476d6,Electricity,,,,,,,,
a480ed14-90a9-4697-a3fb-0d4afc9b7d65,Attribute,8c821234-afa1-4655-9699-6411c94cfdbf,Alternative Electricity,,,,,,,,"Companies generating and distributing electricity from a renewable source. Includes companies that produce solar, water, wind and geothermal electricity."
6840ebe4-94ef-4796-97e6-9b10591837ac,Attribute,8c821234-afa1-4655-9699-6411c94cfdbf,Conventional Electricity,,,,,,,,"Companies generating and distributing electricity through the burning of fossil fuels such as coal, petroleum and natural gas, and through nuclear energy."
791163a2-03bd-4a4f-908c-e0628ba6ad57,Group,911e4435-76af-433d-8ea0-89f9d39476d6,"Gas, Water and Multi-utilities",,,,,,,,
05e36a75-b55a-49ac-b762-b89c1d9f3e08,Attribute,791163a2-03bd-4a4f-908c-e0628ba6ad57,Multi-Utilities,,,,,,,,Companies that engage in multiple utilities that have no particular dominance over one another.
d8cb8390-0571-4741-9544-80b51e076883,Attribute,791163a2-03bd-4a4f-908c-e0628ba6ad57,Gas Distribution,,,,,,,,"Distributors of gas to end users. Excludes providers of natural gas as a commodity, which are classified under the Oil and Gas industry."
eb7dfa74-cbe3-4e3c-8a3e-cb31287d5487,Attribute,791163a2-03bd-4a4f-908c-e0628ba6ad57,Water,,,,,,,,"Companies providing water to end users, including water treatment plants."
f53a345d-7165-47e9-94ef-c24435aa1628,Group,911e4435-76af-433d-8ea0-89f9d39476d6,Waste and Disposal Services,,,,,,,,
