ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,level,Code Group,Mapping ID,Code
2bb42e4f-9f7e-4752-8be5-86a96f12a7e1,Group,03f8acab-9358-488b-a75b-a18e7179ae38,Restaurants and mobile food service activities,,,,,,,,3,UK SIC,56.1,561
7961be0d-18bc-4c40-a5d6-eee59b2fe6b1,Group,2bb42e4f-9f7e-4752-8be5-86a96f12a7e1,Restaurants and mobile food service activities,,,,,,,,4,UK SIC,5610,5610
6bcb4318-f326-480d-ae57-cf8c10f9d365,Attribute,7961be0d-18bc-4c40-a5d6-eee59b2fe6b1,Licensed restaurants,,,,,,,,5,UK SIC,56101,56101
85cb0cb3-8863-41fc-9073-9094047ab5d9,Attribute,7961be0d-18bc-4c40-a5d6-eee59b2fe6b1,Unlicensed restaurants and cafes,,,,,,,,5,UK SIC,56102,56102
20abb614-ef20-49f9-9094-05845162e4cb,Attribute,7961be0d-18bc-4c40-a5d6-eee59b2fe6b1,Take away food shops and mobile food stands,,,,,,,,5,UK SIC,56103,56103
14401589-2dd6-43ec-ab53-ce19d34b3b23,Group,03f8acab-9358-488b-a75b-a18e7179ae38,Event catering and other food service activities,,,,,,,,3,UK SIC,56.2,562
b5fd81c0-d5cf-405a-947d-bf8254ee8d51,Attribute,14401589-2dd6-43ec-ab53-ce19d34b3b23,Event catering activities,,,,,,,,4,UK SIC,5621,5621
55d4230b-339c-4a1a-9000-7c50d3dd224c,Attribute,14401589-2dd6-43ec-ab53-ce19d34b3b23,Other food service activities,,,,,,,,4,UK SIC,5629,5629
19ca5ec1-4483-4ed1-98b2-7095909b862e,Group,03f8acab-9358-488b-a75b-a18e7179ae38,Beverage serving activities,,,,,,,,3,UK SIC,56.3,563
4d646737-0827-4798-ba36-e71d61d13343,Group,19ca5ec1-4483-4ed1-98b2-7095909b862e,Beverage serving activities,,,,,,,,4,UK SIC,5630,5630
67c01c22-f6eb-41e4-af89-30ec621e990b,Attribute,4d646737-0827-4798-ba36-e71d61d13343,Licensed clubs,,,,,,,,5,UK SIC,56301,56301
