ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,level,Code Group,Level 0 Group,Code,Mapping ID
dc4cfcde-1e12-4ba3-80ee-c7b70439f874,Group,19c36fe3-8786-47d8-aa33-72aff3d3da7a,Sale of motor vehicle parts and accessories,,,,,,,,3,ISIC Rev 4,,453,453
d602e4ac-8f15-4e9a-9409-f3e51fb9c7b1,Attribute,dc4cfcde-1e12-4ba3-80ee-c7b70439f874,Sale of motor vehicle parts and accessories,,,,,,,,4,ISIC Rev 4,,4530,4530
4cc2c34e-8d6d-44b3-adce-66d4bb2b7d58,Group,19c36fe3-8786-47d8-aa33-72aff3d3da7a,"Sale, maintenance and repair of motorcycles and related parts and accessories",,,,,,,,3,ISIC Rev 4,,454,454
13efa602-137f-46f4-8489-7f398bcde977,Attribute,4cc2c34e-8d6d-44b3-adce-66d4bb2b7d58,"Sale, maintenance and repair of motorcycles and related parts and accessories",,,,,,,,4,ISIC Rev 4,,4540,4540
84f777e3-730f-4b36-ada3-59d8c3771f9d,Group,3cd71aa7-1263-42f3-9826-ddc3a873415e,"Wholesale trade, except of motor vehicles and motorcycles",,,,,,,,2,ISIC Rev 4,G,46,46
3d97a7dc-e7ee-47ef-9db7-51dcb9539534,Group,84f777e3-730f-4b36-ada3-59d8c3771f9d,Wholesale on a fee or contract basis,,,,,,,,3,ISIC Rev 4,,461,461
adcab152-e4e0-49c8-b696-4918c59e1351,Attribute,3d97a7dc-e7ee-47ef-9db7-51dcb9539534,Wholesale on a fee or contract basis,,,,,,,,4,ISIC Rev 4,,4610,4610
7433068f-2aab-431c-acd7-ae5619ef7019,Group,84f777e3-730f-4b36-ada3-59d8c3771f9d,Wholesale of agricultural raw materials and live animals,,,,,,,,3,ISIC Rev 4,,462,462
49e09ee0-e0ac-4e62-8e68-d92721b4af12,Attribute,7433068f-2aab-431c-acd7-ae5619ef7019,Wholesale of agricultural raw materials and live animals,,,,,,,,4,ISIC Rev 4,,4620,4620
c92833f6-763a-4e9c-b183-39c7d0d88996,Group,84f777e3-730f-4b36-ada3-59d8c3771f9d,"Wholesale of food, beverages and tobacco",,,,,,,,3,ISIC Rev 4,,463,463
432f4fb7-d921-4153-8645-0d532c0f294a,Attribute,c92833f6-763a-4e9c-b183-39c7d0d88996,"Wholesale of food, beverages and tobacco",,,,,,,,4,ISIC Rev 4,,4630,4630
ea694f77-8d50-44d3-8250-eabca4629636,Group,84f777e3-730f-4b36-ada3-59d8c3771f9d,Wholesale of household goods,,,,,,,,3,ISIC Rev 4,,464,464
7bbefb5f-57a5-490f-a476-44bf1ba0541a,Attribute,ea694f77-8d50-44d3-8250-eabca4629636,"Wholesale of textiles, clothing and footwear",,,,,,,,4,ISIC Rev 4,,4641,4641
3414e40a-2495-4165-96ab-dd9bf9bc80fc,Attribute,ea694f77-8d50-44d3-8250-eabca4629636,Wholesale of other household goods,,,,,,,,4,ISIC Rev 4,,4649,4649
bf28ccf9-fb88-4fe1-8988-00664926fa31,Group,84f777e3-730f-4b36-ada3-59d8c3771f9d,"Wholesale of machinery, equipment and supplies",,,,,,,,3,ISIC Rev 4,,465,465
dc61cf9e-fe8f-414c-96e1-91f16dcc0332,Attribute,bf28ccf9-fb88-4fe1-8988-00664926fa31,"Wholesale of computers, computer peripheral equipment and software",,,,,,,,4,ISIC Rev 4,,4651,4651
b3db878d-2ea4-4fe6-af1c-ba1227c0b20e,Attribute,bf28ccf9-fb88-4fe1-8988-00664926fa31,Wholesale of electronic and telecommunications equipment and parts,,,,,,,,4,ISIC Rev 4,,4652,4652
4ab861ee-329a-4ef0-bc43-beb590df7e13,Attribute,bf28ccf9-fb88-4fe1-8988-00664926fa31,"Wholesale of agricultural machinery, equipment and supplies",,,,,,,,4,ISIC Rev 4,,4653,4653
d6611686-9f56-4c0a-9398-329f85943db4,Attribute,bf28ccf9-fb88-4fe1-8988-00664926fa31,Wholesale of other machinery and equipment,,,,,,,,4,ISIC Rev 4,,4659,4659
52b4bf8f-b87f-45ac-a116-edd113455873,Group,84f777e3-730f-4b36-ada3-59d8c3771f9d,Other specialized wholesale,,,,,,,,3,ISIC Rev 4,,466,466
9cac1774-9028-4f2d-90cc-bfae368e5f67,Attribute,52b4bf8f-b87f-45ac-a116-edd113455873,"Wholesale of solid, liquid and gaseous fuels and related products",,,,,,,,4,ISIC Rev 4,,4661,4661
1f0ded19-0e6f-42b1-9669-c9fabb9d30fa,Attribute,52b4bf8f-b87f-45ac-a116-edd113455873,Wholesale of metals and metal ores,,,,,,,,4,ISIC Rev 4,,4662,4662
c19e32dd-aa5d-4231-91c7-9cd48ab49e9f,Attribute,52b4bf8f-b87f-45ac-a116-edd113455873,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,,,,,,,4,ISIC Rev 4,,4663,4663
4eaa7d4b-bd68-4724-abd5-3e5b020120a2,Attribute,52b4bf8f-b87f-45ac-a116-edd113455873,Wholesale of waste and scrap and other products n.e.c.,,,,,,,,4,ISIC Rev 4,,4669,4669
643e4757-8282-49c2-98c9-20cff953c37e,Group,84f777e3-730f-4b36-ada3-59d8c3771f9d,Non-specialized wholesale trade,,,,,,,,3,ISIC Rev 4,,469,469
9ae94327-3e00-4de5-91fc-8fb23feb7ee0,Attribute,643e4757-8282-49c2-98c9-20cff953c37e,Non-specialized wholesale trade,,,,,,,,4,ISIC Rev 4,,4690,4690
7e21228b-5344-4574-b487-6f49be1b4740,Group,3cd71aa7-1263-42f3-9826-ddc3a873415e,"Retail trade, except of motor vehicles and motorcycles",,,,,,,,2,ISIC Rev 4,G,47,47
504f88b9-6f3e-463e-870c-72f9352f73ac,Group,7e21228b-5344-4574-b487-6f49be1b4740,Retail sale in non-specialized stores,,,,,,,,3,ISIC Rev 4,,471,471
b4c70484-bd07-44d0-8bbd-54328fab04ac,Attribute,504f88b9-6f3e-463e-870c-72f9352f73ac,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,,,,,,,4,ISIC Rev 4,,4711,4711
c024a158-bf64-4324-b01c-1adcc3709da6,Attribute,504f88b9-6f3e-463e-870c-72f9352f73ac,Other retail sale in non-specialized stores,,,,,,,,4,ISIC Rev 4,,4719,4719
9c03c243-0140-46c7-88e7-af0ad343c9cf,Group,7e21228b-5344-4574-b487-6f49be1b4740,"Retail sale of food, beverages and tobacco in specialized stores",,,,,,,,3,ISIC Rev 4,,472,472
770afee5-f384-4bcc-b407-d5f0523ca65b,Attribute,9c03c243-0140-46c7-88e7-af0ad343c9cf,Retail sale of food in specialized stores,,,,,,,,4,ISIC Rev 4,,4721,4721
7fff8d3d-44a7-443c-b8a9-6a0c56fe3ee2,Attribute,9c03c243-0140-46c7-88e7-af0ad343c9cf,Retail sale of beverages in specialized stores,,,,,,,,4,ISIC Rev 4,,4722,4722
4ea1dc55-3940-415b-a38d-eaf85db05f3f,Attribute,9c03c243-0140-46c7-88e7-af0ad343c9cf,Retail sale of tobacco products in specialized stores,,,,,,,,4,ISIC Rev 4,,4723,4723
4a096791-b50b-4769-b522-059e31f83658,Group,7e21228b-5344-4574-b487-6f49be1b4740,Retail sale of automotive fuel in specialized stores,,,,,,,,3,ISIC Rev 4,,473,473
268efe1e-2324-42b9-af06-996ba268c3d0,Attribute,4a096791-b50b-4769-b522-059e31f83658,Retail sale of automotive fuel in specialized stores,,,,,,,,4,ISIC Rev 4,,4730,4730
ed1c69ef-4dbf-499e-8605-acc191632e6a,Group,7e21228b-5344-4574-b487-6f49be1b4740,Retail sale of information and communications equipment in specialized stores,,,,,,,,3,ISIC Rev 4,,474,474
bc4ec62f-5f04-48bd-afd5-88187c43887e,Attribute,ed1c69ef-4dbf-499e-8605-acc191632e6a,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,,,,,,,4,ISIC Rev 4,,4741,4741
9055fcc4-e185-45e4-9222-196b06585d88,Attribute,ed1c69ef-4dbf-499e-8605-acc191632e6a,Retail sale of audio and video equipment in specialized stores,,,,,,,,4,ISIC Rev 4,,4742,4742
1b4f0c74-8c4b-4be1-9edf-5536e6b9c63d,Group,7e21228b-5344-4574-b487-6f49be1b4740,Retail sale of other household equipment in specialized stores,,,,,,,,3,ISIC Rev 4,,475,475
25fab9e5-34fd-4a03-8380-75d062cec76a,Attribute,1b4f0c74-8c4b-4be1-9edf-5536e6b9c63d,Retail sale of textiles in specialized stores,,,,,,,,4,ISIC Rev 4,,4751,4751
a0b120ab-e036-4cda-9bdb-8a2e48b2b461,Attribute,1b4f0c74-8c4b-4be1-9edf-5536e6b9c63d,"Retail sale of hardware, paints and glass in specialized stores",,,,,,,,4,ISIC Rev 4,,4752,4752
151dd963-2841-418d-b8c1-703839d44834,Attribute,1b4f0c74-8c4b-4be1-9edf-5536e6b9c63d,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,,,,,,,4,ISIC Rev 4,,4753,4753
295c6f1d-4935-49d6-b5f5-8ee95d28f600,Attribute,1b4f0c74-8c4b-4be1-9edf-5536e6b9c63d,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,,,,,,,4,ISIC Rev 4,,4759,4759
521a7b2b-3618-4838-94b0-52500b909d67,Group,7e21228b-5344-4574-b487-6f49be1b4740,Retail sale of cultural and recreation goods in specialized stores,,,,,,,,3,ISIC Rev 4,,476,476
5d711fae-8fb6-4729-bc7c-4fbe287fa5c5,Attribute,521a7b2b-3618-4838-94b0-52500b909d67,"Retail sale of books, newspapers and stationary in specialized stores",,,,,,,,4,ISIC Rev 4,,4761,4761
e44f5eca-4be8-4a05-98ea-f9109f3621e3,Attribute,521a7b2b-3618-4838-94b0-52500b909d67,Retail sale of music and video recordings in specialized stores,,,,,,,,4,ISIC Rev 4,,4762,4762
d193d5d4-353f-4b02-9540-fd4d2e096dd6,Attribute,521a7b2b-3618-4838-94b0-52500b909d67,Retail sale of sporting equipment in specialized stores,,,,,,,,4,ISIC Rev 4,,4763,4763
3c2c9e23-5ea6-4526-aee3-4386ff5bde77,Attribute,521a7b2b-3618-4838-94b0-52500b909d67,Retail sale of games and toys in specialized stores,,,,,,,,4,ISIC Rev 4,,4764,4764
05c7c181-38d9-46dd-acf9-5eff6de22560,Group,7e21228b-5344-4574-b487-6f49be1b4740,Retail sale of other goods in specialized stores,,,,,,,,3,ISIC Rev 4,,477,477
ae7de867-da26-4b22-a9dc-ec2281287d05,Attribute,05c7c181-38d9-46dd-acf9-5eff6de22560,"Retail sale of clothing, footwear and leather articles in specialized stores",,,,,,,,4,ISIC Rev 4,,4771,4771
4decc289-dfd4-46b9-bd6c-659c75dcea39,Attribute,05c7c181-38d9-46dd-acf9-5eff6de22560,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,,,,,,,4,ISIC Rev 4,,4772,4772
cae03712-49bb-4db7-90de-d9ccff999d5f,Attribute,05c7c181-38d9-46dd-acf9-5eff6de22560,Other retail sale of new goods in specialized stores,,,,,,,,4,ISIC Rev 4,,4773,4773
b3ddc0fe-56c3-4fe2-8f88-91b61745c627,Attribute,05c7c181-38d9-46dd-acf9-5eff6de22560,Retail sale of second-hand goods,,,,,,,,4,ISIC Rev 4,,4774,4774
5bbcda27-fec1-4943-95cb-f24c132a49e4,Group,7e21228b-5344-4574-b487-6f49be1b4740,Retail sale via stalls and markets,,,,,,,,3,ISIC Rev 4,,478,478
d52a2078-eae8-4c54-8963-f889a8f27115,Attribute,5bbcda27-fec1-4943-95cb-f24c132a49e4,"Retail sale via stalls and markets of food, beverages and tobacco products",,,,,,,,4,ISIC Rev 4,,4781,4781
49c444b7-cd3e-48ed-a7b1-da99e894f2c7,Attribute,5bbcda27-fec1-4943-95cb-f24c132a49e4,"Retail sale via stalls and markets of textiles, clothing and footwear",,,,,,,,4,ISIC Rev 4,,4782,4782
1d1ce679-738a-4b39-907b-c0eed8b7678c,Attribute,5bbcda27-fec1-4943-95cb-f24c132a49e4,Retail sale via stalls and markets of other goods,,,,,,,,4,ISIC Rev 4,,4789,4789
1a74a2be-bc35-46da-b125-c726e95a21d4,Group,7e21228b-5344-4574-b487-6f49be1b4740,"Retail trade not in stores, stalls or markets",,,,,,,,3,ISIC Rev 4,,479,479
5c3f69d6-bc44-4804-9b3f-133001ad3888,Attribute,1a74a2be-bc35-46da-b125-c726e95a21d4,Retail sale via mail order houses or via Internet,,,,,,,,4,ISIC Rev 4,,4791,4791
7529318d-b0c8-4e97-9147-ca383cf56067,Attribute,1a74a2be-bc35-46da-b125-c726e95a21d4,"Other retail sale not in stores, stalls or markets",,,,,,,,4,ISIC Rev 4,,4799,4799
65c36660-7d14-4897-bd0b-e70c85bc6ac4,Object,6ae6f75c-37b3-4190-851d-686b114eeb81,Transportation and storage,,,,,,,,1,ISIC Rev 4,H,H,H
e1f2c38c-1ead-4c19-bbfa-7f33bc45c8f0,Group,65c36660-7d14-4897-bd0b-e70c85bc6ac4,Land transport and transport via pipelines,,,,,,,,2,ISIC Rev 4,H,49,49
cd012bb8-2245-46df-86fc-f91cbf9873c4,Group,e1f2c38c-1ead-4c19-bbfa-7f33bc45c8f0,Transport via railways,,,,,,,,3,ISIC Rev 4,,491,491
2ecea5fa-c9d5-493d-a974-3ce04adbece0,Attribute,cd012bb8-2245-46df-86fc-f91cbf9873c4,"Passenger rail transport, interurban",,,,,,,,4,ISIC Rev 4,,4911,4911
d50874f3-7a2a-4a20-8d88-f00ad0b5263a,Attribute,cd012bb8-2245-46df-86fc-f91cbf9873c4,Freight rail transport,,,,,,,,4,ISIC Rev 4,,4912,4912
9d6ab144-3fa4-44ad-a393-a69aed4109cf,Group,e1f2c38c-1ead-4c19-bbfa-7f33bc45c8f0,Other land transport,,,,,,,,3,ISIC Rev 4,,492,492
d3c90b82-70ca-4599-b4c2-3d0c76bad0d1,Attribute,9d6ab144-3fa4-44ad-a393-a69aed4109cf,Urban and suburban passenger land transport,,,,,,,,4,ISIC Rev 4,,4921,4921
773ef288-a5c0-4027-850b-363978a4def4,Attribute,9d6ab144-3fa4-44ad-a393-a69aed4109cf,Other passenger land transport,,,,,,,,4,ISIC Rev 4,,4922,4922
986b48d5-57c6-41d7-84b3-3a1c63ace417,Attribute,9d6ab144-3fa4-44ad-a393-a69aed4109cf,Freight transport by road,,,,,,,,4,ISIC Rev 4,,4923,4923
6fdbda44-209e-445e-a574-c04651bf843b,Group,e1f2c38c-1ead-4c19-bbfa-7f33bc45c8f0,Transport via pipeline,,,,,,,,3,ISIC Rev 4,,493,493
101d74f2-d494-4670-afa2-d4524ff12aca,Attribute,6fdbda44-209e-445e-a574-c04651bf843b,Transport via pipeline,,,,,,,,4,ISIC Rev 4,,4930,4930
897b5c6b-12da-43ce-a31c-374122472d7d,Group,65c36660-7d14-4897-bd0b-e70c85bc6ac4,Water transport,,,,,,,,2,ISIC Rev 4,H,50,50
8d44cc9c-a4a7-4b1d-93e5-484df3d92ae5,Group,897b5c6b-12da-43ce-a31c-374122472d7d,Sea and coastal water transport,,,,,,,,3,ISIC Rev 4,,501,501
a572a8c2-f2c5-4e86-a346-982f4d613613,Attribute,8d44cc9c-a4a7-4b1d-93e5-484df3d92ae5,Sea and coastal passenger water transport,,,,,,,,4,ISIC Rev 4,,5011,5011
7708f0a5-2fbe-4bd4-8a3b-85b47ded2655,Attribute,8d44cc9c-a4a7-4b1d-93e5-484df3d92ae5,Sea and coastal freight water transport,,,,,,,,4,ISIC Rev 4,,5012,5012
01630be3-36c7-4e89-bfc5-eec9055635af,Group,897b5c6b-12da-43ce-a31c-374122472d7d,Inland water transport,,,,,,,,3,ISIC Rev 4,,502,502
78b65e25-234e-4b02-a612-a2b45ee280df,Attribute,01630be3-36c7-4e89-bfc5-eec9055635af,Inland passenger water transport,,,,,,,,4,ISIC Rev 4,,5021,5021
086e7931-f81d-49e5-95a3-95a14b7eeeaa,Attribute,01630be3-36c7-4e89-bfc5-eec9055635af,Inland freight water transport,,,,,,,,4,ISIC Rev 4,,5022,5022
1ff60522-e9d8-4f62-9acc-94c7b26b1fe5,Group,65c36660-7d14-4897-bd0b-e70c85bc6ac4,Air transport,,,,,,,,2,ISIC Rev 4,H,51,51
62b482ff-4151-4c13-89f7-4c077ec118d4,Group,1ff60522-e9d8-4f62-9acc-94c7b26b1fe5,Passenger air transport,,,,,,,,3,ISIC Rev 4,,511,511
9b5d12c9-cfa4-4ab4-88b7-97b7250a87a1,Attribute,62b482ff-4151-4c13-89f7-4c077ec118d4,Passenger air transport,,,,,,,,4,ISIC Rev 4,,5110,5110
1207cf47-9561-4524-8af5-3610162efcc5,Group,1ff60522-e9d8-4f62-9acc-94c7b26b1fe5,Freight air transport,,,,,,,,3,ISIC Rev 4,,512,512
bad12075-5b1e-4204-985d-c8f7169f772d,Attribute,1207cf47-9561-4524-8af5-3610162efcc5,Freight air transport,,,,,,,,4,ISIC Rev 4,,5120,5120
8fc23925-6f55-4ce3-a632-710cb5cdac78,Group,65c36660-7d14-4897-bd0b-e70c85bc6ac4,Warehousing and support activities for transportation,,,,,,,,2,ISIC Rev 4,H,52,52
d2c43ada-c80e-4a97-84a1-31c3f7136af0,Group,8fc23925-6f55-4ce3-a632-710cb5cdac78,Warehousing and storage,,,,,,,,3,ISIC Rev 4,,521,521
63bba2ed-379c-4a66-89fc-0b0b87b1c61c,Attribute,d2c43ada-c80e-4a97-84a1-31c3f7136af0,Warehousing and storage,,,,,,,,4,ISIC Rev 4,,5210,5210
30d342f9-26aa-400e-9482-57b08b60d46c,Group,8fc23925-6f55-4ce3-a632-710cb5cdac78,Support activities for transportation,,,,,,,,3,ISIC Rev 4,,522,522
0e70af29-9990-4664-9e14-4d6cb8122c49,Attribute,30d342f9-26aa-400e-9482-57b08b60d46c,Service activities incidental to land transportation,,,,,,,,4,ISIC Rev 4,,5221,5221
60720cf7-97f6-41a5-b16b-d3e85335e7ae,Attribute,30d342f9-26aa-400e-9482-57b08b60d46c,Service activities incidental to water transportation,,,,,,,,4,ISIC Rev 4,,5222,5222
f8fce19d-fe62-489b-994e-018a882f1bf5,Attribute,30d342f9-26aa-400e-9482-57b08b60d46c,Service activities incidental to air transportation,,,,,,,,4,ISIC Rev 4,,5223,5223
5154c723-76fc-4153-bd85-c849516871f4,Attribute,30d342f9-26aa-400e-9482-57b08b60d46c,Cargo handling,,,,,,,,4,ISIC Rev 4,,5224,5224
d3b0df0f-5a88-44d8-b0f9-78303b025564,Attribute,30d342f9-26aa-400e-9482-57b08b60d46c,Other transportation support activities,,,,,,,,4,ISIC Rev 4,,5229,5229
105c7793-dcb2-4c1e-b887-2de3e0f25029,Group,65c36660-7d14-4897-bd0b-e70c85bc6ac4,Postal and courier activities,,,,,,,,2,ISIC Rev 4,H,53,53
59a202a3-a6b4-45cb-91c5-82738c26482e,Group,105c7793-dcb2-4c1e-b887-2de3e0f25029,Postal activities,,,,,,,,3,ISIC Rev 4,,531,531
470c2d2f-cc07-4c9e-8f8d-b6f170d202ce,Attribute,59a202a3-a6b4-45cb-91c5-82738c26482e,Postal activities,,,,,,,,4,ISIC Rev 4,,5310,5310
4b1a21e4-e618-4ce5-9c2b-cb2d0a3b9ac2,Group,105c7793-dcb2-4c1e-b887-2de3e0f25029,Courier activities,,,,,,,,3,ISIC Rev 4,,532,532
d136ffed-eb7b-46c6-b3da-2ee15a5d94a6,Attribute,4b1a21e4-e618-4ce5-9c2b-cb2d0a3b9ac2,Courier activities,,,,,,,,4,ISIC Rev 4,,5320,5320
ccee0bee-4385-4ce7-89a6-e1347749379b,Object,6ae6f75c-37b3-4190-851d-686b114eeb81,Accommodation and food service activities,,,,,,,,1,ISIC Rev 4,I,I,I
a8ac6614-a507-49f9-b653-0880632ce31f,Group,ccee0bee-4385-4ce7-89a6-e1347749379b,Accommodation,,,,,,,,2,ISIC Rev 4,I,55,55
46e47c24-aeae-4b75-9e89-7d6a3d2064f6,Group,a8ac6614-a507-49f9-b653-0880632ce31f,Short term accommodation activities,,,,,,,,3,ISIC Rev 4,,551,551
5cbb6bca-5ac7-4455-9a95-5d03f85f6c0e,Attribute,46e47c24-aeae-4b75-9e89-7d6a3d2064f6,Short term accommodation activities,,,,,,,,4,ISIC Rev 4,,5510,5510
f5ca2589-b6e1-4b64-9641-a4a0093f688a,Group,a8ac6614-a507-49f9-b653-0880632ce31f,"Camping grounds, recreational vehicle parks and trailer parks",,,,,,,,3,ISIC Rev 4,,552,552
d84c23f1-d30c-4e52-a943-57d171406a81,Attribute,f5ca2589-b6e1-4b64-9641-a4a0093f688a,"Camping grounds, recreational vehicle parks and trailer parks",,,,,,,,4,ISIC Rev 4,,5520,5520
c6ac55d1-fbab-4d3f-a719-75d4937ad9a2,Group,a8ac6614-a507-49f9-b653-0880632ce31f,Other accommodation,,,,,,,,3,ISIC Rev 4,,559,559
ff5840a7-4d0a-410d-ac35-319abc39c46d,Attribute,c6ac55d1-fbab-4d3f-a719-75d4937ad9a2,Other accommodation,,,,,,,,4,ISIC Rev 4,,5590,5590
20471d8b-880d-4e12-bc32-c8dcab0fc368,Group,ccee0bee-4385-4ce7-89a6-e1347749379b,Food and beverage service activities,,,,,,,,2,ISIC Rev 4,I,56,56
9c23a3d9-fa4a-4cc8-a6fa-8e0d525a6d59,Group,20471d8b-880d-4e12-bc32-c8dcab0fc368,Restaurants and mobile food service activities,,,,,,,,3,ISIC Rev 4,,561,561
30186f7f-5c93-4136-8325-96104919e2ef,Attribute,9c23a3d9-fa4a-4cc8-a6fa-8e0d525a6d59,Restaurants and mobile food service activities,,,,,,,,4,ISIC Rev 4,,5610,5610
fcf5c65d-8464-40ed-a2c4-3596b5baa07c,Group,20471d8b-880d-4e12-bc32-c8dcab0fc368,Event catering and other food service activities,,,,,,,,3,ISIC Rev 4,,562,562
95f3d2e0-3bd2-4823-8220-826eb54ee1be,Attribute,fcf5c65d-8464-40ed-a2c4-3596b5baa07c,Event catering,,,,,,,,4,ISIC Rev 4,,5621,5621
b3d70456-7df5-4b7d-975f-a2baafa9f31a,Attribute,fcf5c65d-8464-40ed-a2c4-3596b5baa07c,Other food service activities,,,,,,,,4,ISIC Rev 4,,5629,5629
56d04bb1-d7c9-45ec-a971-adf680a3ffc5,Group,20471d8b-880d-4e12-bc32-c8dcab0fc368,Beverage serving activities,,,,,,,,3,ISIC Rev 4,,563,563
e07781f5-f700-4899-9e0b-fdac4f43bcc9,Attribute,56d04bb1-d7c9-45ec-a971-adf680a3ffc5,Beverage serving activities,,,,,,,,4,ISIC Rev 4,,5630,5630
51d65d53-177b-49a5-8855-3fe017ad6670,Object,6ae6f75c-37b3-4190-851d-686b114eeb81,Information and communication,,,,,,,,1,ISIC Rev 4,J,J,J
62e6c6af-ea7c-4e86-aabf-5e8aeda5164a,Group,51d65d53-177b-49a5-8855-3fe017ad6670,Publishing activities,,,,,,,,2,ISIC Rev 4,J,58,58
e6977d24-0631-4c8c-bafc-28b2a7348338,Group,62e6c6af-ea7c-4e86-aabf-5e8aeda5164a,"Publishing of books, periodicals and other publishing activities",,,,,,,,3,ISIC Rev 4,,581,581
831cc509-27fa-4d1a-9a56-f872eabe0143,Attribute,e6977d24-0631-4c8c-bafc-28b2a7348338,Book publishing,,,,,,,,4,ISIC Rev 4,,5811,5811
ab4c22ae-e4a8-41bf-8973-54711c91499c,Attribute,e6977d24-0631-4c8c-bafc-28b2a7348338,Publishing of directories and mailing lists,,,,,,,,4,ISIC Rev 4,,5812,5812
4d9c585b-4f7c-4178-b0a4-b7fe4327b901,Attribute,e6977d24-0631-4c8c-bafc-28b2a7348338,"Publishing of newspapers, journals and periodicals",,,,,,,,4,ISIC Rev 4,,5813,5813
c9392bd0-4158-4bc2-8f23-6947cf4e7f3b,Attribute,e6977d24-0631-4c8c-bafc-28b2a7348338,Other publishing activities,,,,,,,,4,ISIC Rev 4,,5819,5819
987e1e0e-ff8c-48ba-90db-65531280a960,Group,62e6c6af-ea7c-4e86-aabf-5e8aeda5164a,Software publishing,,,,,,,,3,ISIC Rev 4,,582,582
5d6548ca-0574-4af0-ad97-12f152092fd0,Attribute,987e1e0e-ff8c-48ba-90db-65531280a960,Software publishing,,,,,,,,4,ISIC Rev 4,,5820,5820
04d6cab0-4078-4e07-a844-70d5d7c9da16,Group,51d65d53-177b-49a5-8855-3fe017ad6670,"Motion picture, video and television programme production, sound recording and music publishing activities",,,,,,,,2,ISIC Rev 4,J,59,59
b3a42f30-6e2d-4bb8-a286-8f60adc91b1e,Group,04d6cab0-4078-4e07-a844-70d5d7c9da16,"Motion picture, video and television programme activities",,,,,,,,3,ISIC Rev 4,,591,591
4dd33572-04cb-43d4-87b3-e43fcc01d4e9,Attribute,b3a42f30-6e2d-4bb8-a286-8f60adc91b1e,"Motion picture, video and television programme production activities",,,,,,,,4,ISIC Rev 4,,5911,5911
5d521d8a-f4d2-4342-b365-2f5be186caa3,Attribute,b3a42f30-6e2d-4bb8-a286-8f60adc91b1e,"Motion picture, video and television programme post-production activities",,,,,,,,4,ISIC Rev 4,,5912,5912
bdd51958-8f2a-4ba4-8950-72c2bbe5dcf0,Attribute,b3a42f30-6e2d-4bb8-a286-8f60adc91b1e,"Motion picture, video and television programme distribution activities",,,,,,,,4,ISIC Rev 4,,5913,5913
cbfd1574-f0f5-43af-9503-28d2c20f4e4d,Attribute,b3a42f30-6e2d-4bb8-a286-8f60adc91b1e,Motion picture projection activities,,,,,,,,4,ISIC Rev 4,,5914,5914
5cfa5749-06f7-4f2f-b1fc-cf594cd84ba8,Group,04d6cab0-4078-4e07-a844-70d5d7c9da16,Sound recording and music publishing activities,,,,,,,,3,ISIC Rev 4,,592,592
45357143-8e2d-41eb-aad0-a622b5eeea90,Attribute,5cfa5749-06f7-4f2f-b1fc-cf594cd84ba8,Sound recording and music publishing activities,,,,,,,,4,ISIC Rev 4,,5920,5920
8bbd7c55-29ed-4f7e-af52-23ffa8d77051,Group,51d65d53-177b-49a5-8855-3fe017ad6670,Programming and broadcasting activities,,,,,,,,2,ISIC Rev 4,J,60,60
823514d8-fc62-4092-b27a-20c93bc5d00c,Group,8bbd7c55-29ed-4f7e-af52-23ffa8d77051,Radio broadcasting,,,,,,,,3,ISIC Rev 4,,601,601
28bbd8b2-467f-4641-be55-d78c5467fc06,Attribute,823514d8-fc62-4092-b27a-20c93bc5d00c,Radio broadcasting,,,,,,,,4,ISIC Rev 4,,6010,6010
cb37813e-1f90-4ddb-9a4b-5c6e58fabfac,Group,8bbd7c55-29ed-4f7e-af52-23ffa8d77051,Television programming and broadcasting activities,,,,,,,,3,ISIC Rev 4,,602,602
0aa5d546-8ff5-4cac-8bf3-b5570b547391,Attribute,cb37813e-1f90-4ddb-9a4b-5c6e58fabfac,Television programming and broadcasting activities,,,,,,,,4,ISIC Rev 4,,6020,6020
8e193439-68d4-4cdb-9ddb-857ec689c23c,Group,51d65d53-177b-49a5-8855-3fe017ad6670,Telecommunications,,,,,,,,2,ISIC Rev 4,J,61,61
120ea2c1-5aa7-472c-a599-c62ef9de9d2b,Group,8e193439-68d4-4cdb-9ddb-857ec689c23c,Wired telecommunications activities,,,,,,,,3,ISIC Rev 4,,611,611
e101575f-aeb0-4946-8b77-b810c7631df1,Attribute,120ea2c1-5aa7-472c-a599-c62ef9de9d2b,Wired telecommunications activities,,,,,,,,4,ISIC Rev 4,,6110,6110
a4f8319c-a99e-439a-8f3e-53ccc6d576ab,Group,8e193439-68d4-4cdb-9ddb-857ec689c23c,Wireless telecommunications activities,,,,,,,,3,ISIC Rev 4,,612,612
a4b7fd24-4232-407e-94de-2ffc6c121dc7,Attribute,a4f8319c-a99e-439a-8f3e-53ccc6d576ab,Wireless telecommunications activities,,,,,,,,4,ISIC Rev 4,,6120,6120
