ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,level,description,Code Group,Code,Mapping ID,Full Code,NACE Rev 1.1 Code,NACE Rev 1.1 desc,Level 0 Group,id,NACE rev 1 Source,NACE Rev 2 Target,Updates
6b7d8291-c159-40de-b537-8bd704a75860,Attribute,58b729b3-ce4b-46d1-8ce6-443e53206c3f,Manufacture of wooden containers,f3396edc-1894-4eaf-a816-d5f4f35b23cc,,,,,,,4,,NACE Rev 2,16.24,16.24,C16.24,20.4,Manufacture of wooden containers,C,,,,
74e889cc-438d-4006-889b-87f976918203,Attribute,58b729b3-ce4b-46d1-8ce6-443e53206c3f,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","c63b94cf-25d7-4eda-964f-726e6d5c905d,718441d1-d262-48fa-b0a6-f113dffd9e47,a028db9d-f247-405e-a52c-35767405c3d7,c7c1a74a-9f27-4cee-9cf1-96b6e9fa99d3",,,,,,,4,,NACE Rev 2,16.29,16.29,C16.29,19.3,Manufacture of footwear,C,,,,
ced1fa8e-bf79-4a4e-afb8-18d35290cc3c,Group,69e421a5-4531-4931-b749-9b5f649f199a,Manufacture of paper and paper products,,,,,,,,2,"This division includes the manufacture of pulp, paper and converted paper products. The manufacture of these products is grouped together because they constitute a series of vertically connected processes. More than one activity is often carried out in a single unit. 

There are essentially three activities: The manufacture of pulp involves separating the cellulose fibres from other matter in wood, or dissolving and de-inking of used paper, and mixing in small amounts of reagents to reinforce the binding of the fibres. The manufacture of paper involves releasing pulp onto a moving wire mesh so as to form a continuous sheet. Converted paper products are made from paper and other materials by various techniques. 

The paper articles may be printed (e.g. wallpaper, gift wrap etc.), as long as the printing of information is not the main purpose.

The production of pulp, paper and paperboard in bulk is included in group 17.1, while the remaining classes include the production of further-processed paper and paper products.",NACE Rev 2,17,17,C17,N/A,N/A,C,,,,
9c93a235-e1cc-40fb-b1c9-0470bb61483f,Group,ced1fa8e-bf79-4a4e-afb8-18d35290cc3c,"Manufacture of pulp, paper and paperboard",,,,,,,,3,,NACE Rev 2,17.1,17.1,C17.1,N/A,N/A,C,,,,
0ec9b07e-c039-4e46-a1e3-6ef6cb3ec027,Attribute,9c93a235-e1cc-40fb-b1c9-0470bb61483f,Manufacture of pulp,c6483f0a-690e-452a-8d97-d272cf3c854e,,,,,,,4,,NACE Rev 2,17.11,17.11,C17.11,21.11,Manufacture of pulp,C,,,,
6cdf4e65-5af7-4503-9323-0e7178c06233,Attribute,9c93a235-e1cc-40fb-b1c9-0470bb61483f,Manufacture of paper and paperboard,b9c9a5fe-06c7-4c4c-83b4-3d62855aa47f,,,,,,,4,,NACE Rev 2,17.12,17.12,C17.12,21.12,Manufacture of paper and paperboard,C,,,,
d9b53f59-a8d2-4f07-8ec1-147b1a16fb12,Group,ced1fa8e-bf79-4a4e-afb8-18d35290cc3c,Manufacture of articles of paper and paperboard,,,,,,,,3,,NACE Rev 2,17.2,17.2,C17.2,N/A,N/A,C,,,,
e3db3f25-0800-43df-99dc-bcf340a574c3,Attribute,d9b53f59-a8d2-4f07-8ec1-147b1a16fb12,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,60d8956e-9631-4b69-b6c4-1ffe70b79dbd,,,,,,,4,,NACE Rev 2,17.21,17.21,C17.21,21.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,C,,,,
b2818f0e-45aa-4878-9530-4ef2783a10ad,Attribute,d9b53f59-a8d2-4f07-8ec1-147b1a16fb12,Manufacture of household and sanitary goods and of toilet requisites,"bb3c9940-5f3a-463c-9fe6-2810d3ba435c,fc20b57a-be7a-4b83-9617-fda5677db67b",,,,,,,4,,NACE Rev 2,17.22,17.22,C17.22,17.54,Manufacture of other textiles n.e.c.,C,,,,
0de994bd-a0ef-4182-a69c-9289ff4bfa78,Attribute,d9b53f59-a8d2-4f07-8ec1-147b1a16fb12,Manufacture of paper stationery,"7106b103-7c2d-4f82-b569-181c708c029d,9af2ebf3-93a9-4557-bdcf-b739628c8ccd",,,,,,,4,,NACE Rev 2,17.23,17.23,C17.23,21.23,Manufacture of paper stationery,C,,,,
de316e45-f7cf-4387-9385-6790c0984eee,Attribute,d9b53f59-a8d2-4f07-8ec1-147b1a16fb12,Manufacture of wallpaper,9cea68c5-f4a0-4572-b7df-387af3a7252a,,,,,,,4,,NACE Rev 2,17.24,17.24,C17.24,21.24,Manufacture of wallpaper,C,,,,
605bbc0d-aa45-43e5-bccd-ffbe7aedadd5,Attribute,d9b53f59-a8d2-4f07-8ec1-147b1a16fb12,Manufacture of other articles of paper and paperboard,"a4f75f33-f7e4-4dc9-876f-ee2fb18bd265,c7c1a74a-9f27-4cee-9cf1-96b6e9fa99d3",,,,,,,4,,NACE Rev 2,17.29,17.29,C17.29,21.25,Manufacture of other articles of paper and paperboard n.e.c.,C,,,,
363a5ac0-bacd-4cf4-a9e4-bf0b2b918bc8,Group,69e421a5-4531-4931-b749-9b5f649f199a,Printing and reproduction of recorded media,,,,,,,,2,"This division includes printing of products, such as newspapers, books, periodicals, business forms, greeting cards, and other materials, and associated support activities, such as bookbinding, plate-making services, and data imaging. The support activities included here are an integral part of the printing industry, and a product (a printing plate, a bound book, or a computer disk or file) that is an integral part of the printing industry is almost always provided by these operations.

Processes used in printing include a variety of methods for transferring an image from a plate, screen or computer file to a medium, such as paper, plastics, metal, textile articles, or wood. The most prominent of these methods entails the transfer of the image from a plate or screen to the medium through lithographic, gravure, screen or flexographic printing. Often a computer file is used to directly ''drive'' the printing mechanism to create the image or electrostatic and other types of equipment (digital or non-impact printing).

Though printing and publishing can be carried out by the same unit (a newspaper, for example), it is less and less the case that these distinct activities are carried out in the same physical location.",NACE Rev 2,18,18,C18,N/A,N/A,C,,,,
7c02fc2d-11b6-4051-acc2-76ad99a1e660,Group,363a5ac0-bacd-4cf4-a9e4-bf0b2b918bc8,Printing and service activities related to printing,,,,,,,,3,,NACE Rev 2,18.1,18.1,C18.1,N/A,N/A,C,,,,
e1b94a00-aa1f-473b-9003-0aac026532f5,Attribute,7c02fc2d-11b6-4051-acc2-76ad99a1e660,Printing of newspapers,23c16ab7-b6dd-47fc-8d48-b131810e0d95,,,,,,,4,,NACE Rev 2,18.11,18.11,C18.11,22.21,Printing of newspapers,C,,,,
66868ee3-6f05-472f-af1c-9b43db1ecfee,Attribute,7c02fc2d-11b6-4051-acc2-76ad99a1e660,Other printing,"fc20b57a-be7a-4b83-9617-fda5677db67b,a4f75f33-f7e4-4dc9-876f-ee2fb18bd265,9af2ebf3-93a9-4557-bdcf-b739628c8ccd",,,,,,,4,,NACE Rev 2,18.12,18.12,C18.12,21.22,Manufacture of household and sanitary goods and of toilet requisites,C,,,,
6b641a2b-bb00-47dc-9df1-a07a013f49be,Attribute,7c02fc2d-11b6-4051-acc2-76ad99a1e660,Pre-press and pre-media services,"535f5e87-8552-4e98-8069-c7b627230458,c6671bf4-0cf3-44f1-8809-1ed779766bc0",,,,,,,4,,NACE Rev 2,18.13,18.13,C18.13,22.24,Pre-press activities,C,,,,
ce01e740-b4d7-4f1e-bfa4-c1b6281f6f89,Attribute,7c02fc2d-11b6-4051-acc2-76ad99a1e660,Binding and related services,81e0da76-e263-4791-872d-cb7e35c5d78a,,,,,,,4,,NACE Rev 2,18.14,18.14,C18.14,22.23,Bookbinding,C,,,,
ec0dd40e-77dc-48be-a6fd-9e6851aa2c53,Group,363a5ac0-bacd-4cf4-a9e4-bf0b2b918bc8,Reproduction of recorded media,"86b453e6-fdce-4556-9f34-381636d16f9c,c7f22a0c-dd1e-479f-a0c4-453760c72f10,80317903-eb89-4ea3-a002-3f836a2c4764",,,,,,,3,,NACE Rev 2,18.2,18.2,C18.2,22.31,Reproduction of sound recording,C,,,,
8b676afa-a9d5-4091-b99a-50034366374d,Attribute,ec0dd40e-77dc-48be-a6fd-9e6851aa2c53,Reproduction of recorded media,,,,,,,,4,,NACE Rev 2,18.20,18.2,C18.20,22.31,Reproduction of sound recording,C,,,,
45407bc7-a8c6-4f81-a6d8-9a4c9745f396,Group,69e421a5-4531-4931-b749-9b5f649f199a,Manufacture of coke and refined petroleum products,,,,,,,,2,"This division includes the transformation of crude petroleum and coal into usable products. The dominant process is petroleum refining, which involves the separation of crude petroleum into component products through such techniques as cracking and distillation. 

This division includes the manufacture of gases such as ethane, propane and butane as products of petroleum refineries.",NACE Rev 2,19,19,C19,N/A,N/A,C,,,,
f82c05dd-e514-41e5-ab2b-c67a86585da1,Group,45407bc7-a8c6-4f81-a6d8-9a4c9745f396,Manufacture of coke oven products,"6db664ee-27ed-4add-b1b9-af548d7f1f96,26fabdcd-94a3-4c8f-b863-451f2f42c9b8",,,,,,,3,,NACE Rev 2,19.1,19.1,C19.1,23.1,Manufacture of coke oven products,C,,,,
67a72fdf-083a-489a-8b69-e6d2851f4ad5,Attribute,f82c05dd-e514-41e5-ab2b-c67a86585da1,Manufacture of coke oven products,,,,,,,,4,,NACE Rev 2,19.10,19.1,C19.10,23.1,Manufacture of coke oven products,C,,,,
d8f6f0a6-34ff-409d-996a-9c49edb09465,Group,45407bc7-a8c6-4f81-a6d8-9a4c9745f396,Manufacture of refined petroleum products,"663094d3-6919-4c1c-a614-b5ad348beb90,c5b2fc5e-c192-4dd7-9719-7973e37e03c4,555d0471-489a-49b0-a50e-55a6ea6d1c10,8ba6da0f-54ed-4bac-895e-2c07b3b48e83",,,,,,,3,,NACE Rev 2,19.2,19.2,C19.2,10.1,Mining and agglomeration of hard coal,C,,,,
e6320847-bc5e-41dc-960a-1bcbbff9d47e,Attribute,d8f6f0a6-34ff-409d-996a-9c49edb09465,Manufacture of refined petroleum products,,,,,,,,4,,NACE Rev 2,19.20,19.2,C19.20,10.1,Mining and agglomeration of hard coal,C,,,,
25c87b6a-881e-4247-9b2a-f7ae4b31f533,Group,69e421a5-4531-4931-b749-9b5f649f199a,Manufacture of chemicals and chemical products,,,,,,,,2,This division includes the transformation of organic and inorganic raw materials by a chemical process and the formation of products. It distinguishes the production of basic chemicals that constitute the first industry group from the production of intermediate and end products produced by further processing of basic chemicals that make up the remaining industry classes.,NACE Rev 2,20,20,C20,N/A,N/A,C,,,,
d915f0f6-c8bf-4a1d-8715-83f9bf776750,Group,25c87b6a-881e-4247-9b2a-f7ae4b31f533,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",,,,,,,,3,,NACE Rev 2,20.1,20.1,C20.1,N/A,N/A,C,,,,
aa6622bf-5102-457f-b043-5a53c68e349c,Attribute,d915f0f6-c8bf-4a1d-8715-83f9bf776750,Manufacture of industrial gases,e92f5991-f894-4977-aaed-b1e77e601e51,,,,,,,4,,NACE Rev 2,20.11,20.11,C20.11,24.11,Manufacture of industrial gases,C,,,,
dfabfcff-53ed-4615-a2fa-330ea8fa8d65,Attribute,d915f0f6-c8bf-4a1d-8715-83f9bf776750,Manufacture of dyes and pigments,a28d5673-3a0e-49c0-83c7-71d85d9860a0,,,,,,,4,,NACE Rev 2,20.12,20.12,C20.12,24.12,Manufacture of dyes and pigments,C,,,,
b44047bb-9b73-4211-b6c3-48bba4cb1283,Attribute,d915f0f6-c8bf-4a1d-8715-83f9bf776750,Manufacture of other inorganic basic chemicals,"5e0fc007-b4b4-4494-8fd3-3e0d5914a2c2,08fdea61-3b93-457f-8036-fe4565e45a2c",,,,,,,4,,NACE Rev 2,20.13,20.13,C20.13,23.3,Processing of nuclear fuel,C,,,,
53b2e5b2-6613-447d-b031-a09b05e9b7c5,Attribute,d915f0f6-c8bf-4a1d-8715-83f9bf776750,Manufacture of other organic basic chemicals,"ac7cc0ee-e422-46d1-9b5a-cbd107ed4ffc,26fabdcd-94a3-4c8f-b863-451f2f42c9b8",,,,,,,4,,NACE Rev 2,20.14,20.14,C20.14,15.92,Production of ethyl alcohol from fermented materials,C,,,,
2f24271e-710e-42f5-8487-8aad0f77f2b7,Attribute,d915f0f6-c8bf-4a1d-8715-83f9bf776750,Manufacture of fertilisers and nitrogen compounds,f6c7a6b2-d0cd-46e1-9ab0-2b6e6b75dc86,,,,,,,4,,NACE Rev 2,20.15,20.15,C20.15,24.15,Manufacture of fertilizers and nitrogen compounds,C,,,,
c4493ff0-b74c-42ec-b775-3b819ee8e97c,Attribute,d915f0f6-c8bf-4a1d-8715-83f9bf776750,Manufacture of plastics in primary forms,ce96e03d-a28b-42e7-88c3-158382b4a967,,,,,,,4,,NACE Rev 2,20.16,20.16,C20.16,24.16,Manufacture of plastics in primary forms,C,,,,
127e3342-be66-4a5f-8ed2-596056530069,Attribute,d915f0f6-c8bf-4a1d-8715-83f9bf776750,Manufacture of synthetic rubber in primary forms,66a706ca-a54f-46d8-b96e-39bae45b3f71,,,,,,,4,,NACE Rev 2,20.17,20.17,C20.17,24.17,Manufacture of synthetic rubber in primary forms,C,,,,
9fa03474-18a6-48eb-93ad-8001cc589328,Group,25c87b6a-881e-4247-9b2a-f7ae4b31f533,Manufacture of pesticides and other agrochemical products,75e53a5e-4ff4-4aa5-a10e-712eda7b7b31,,,,,,,3,,NACE Rev 2,20.2,20.2,C20.2,24.2,Manufacture of pesticides and other agro-chemical products,C,,,,
ad79be8e-5c38-4d2f-a137-4ecab568121b,Attribute,9fa03474-18a6-48eb-93ad-8001cc589328,Manufacture of pesticides and other agrochemical products,,,,,,,,4,,NACE Rev 2,20.20,20.2,C20.20,24.2,Manufacture of pesticides and other agro-chemical products,C,,,,
d075777f-7920-41cd-9e88-c43e2fb8c65d,Group,25c87b6a-881e-4247-9b2a-f7ae4b31f533,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",b5bd6fc0-edf5-4207-84aa-80f6e4dab910,,,,,,,3,,NACE Rev 2,20.3,20.3,C20.3,24.3,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",C,,,,
e7ae4ead-9f66-42d7-926c-9ce0d00ad201,Attribute,d075777f-7920-41cd-9e88-c43e2fb8c65d,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",,,,,,,,4,,NACE Rev 2,20.30,20.3,C20.30,24.3,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",C,,,,
114d9f2c-e87b-4212-8d9e-2a3914bf81a8,Group,25c87b6a-881e-4247-9b2a-f7ae4b31f533,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",,,,,,,,3,,NACE Rev 2,20.4,20.4,C20.4,N/A,N/A,C,,,,
7ff4a8fb-9741-43d3-8dcd-47f6d88095bc,Attribute,114d9f2c-e87b-4212-8d9e-2a3914bf81a8,"Manufacture of soap and detergents, cleaning and polishing preparations",b50f5f0f-333e-4e33-b5be-ca59c08ebf96,,,,,,,4,,NACE Rev 2,20.41,20.41,C20.41,24.51,"Manufacture of soap and detergents, cleaning and polishing preparations",C,,,,
625a01ae-0ebe-4b65-a20d-69976b5a2cd0,Attribute,114d9f2c-e87b-4212-8d9e-2a3914bf81a8,Manufacture of perfumes and toilet preparations,"b50f5f0f-333e-4e33-b5be-ca59c08ebf96,547171cc-549e-4ea6-90b1-34dc165f4dcf",,,,,,,4,,NACE Rev 2,20.42,20.42,C20.42,24.51,"Manufacture of soap and detergents, cleaning and polishing preparations",C,,,,
d6198c20-da90-4cd7-a768-1adac5b85ab9,Group,25c87b6a-881e-4247-9b2a-f7ae4b31f533,Manufacture of other chemical products,,,,,,,,3,,NACE Rev 2,20.5,20.5,C20.5,N/A,N/A,C,,,,
36741406-83e4-4345-b93d-ef99ed3eab0b,Attribute,d6198c20-da90-4cd7-a768-1adac5b85ab9,Manufacture of explosives,"2cab0a72-5d9d-42f1-a500-17e3ca456a51,c7c1a74a-9f27-4cee-9cf1-96b6e9fa99d3",,,,,,,4,,NACE Rev 2,20.51,20.51,C20.51,24.61,Manufacture of explosives,C,,,,
6a0662c7-c513-4f4e-9b81-330fdad64c98,Attribute,d6198c20-da90-4cd7-a768-1adac5b85ab9,Manufacture of glues,eaebc648-62ef-4186-842e-c1a33501b3b3,,,,,,,4,,NACE Rev 2,20.52,20.52,C20.52,24.62,Manufacture of glues and gelatines,C,,,,
875446c3-7f63-49bd-b24a-2f4eeec2bc96,Attribute,d6198c20-da90-4cd7-a768-1adac5b85ab9,Manufacture of essential oils,64bd3692-975d-4ea5-8b47-c912d37c0c18,,,,,,,4,,NACE Rev 2,20.53,20.53,C20.53,24.63,Manufacture of essential oils,C,,,,
4fb96503-192b-4524-8141-5d79fafa10ae,Attribute,d6198c20-da90-4cd7-a768-1adac5b85ab9,Manufacture of other chemical products n.e.c.,"eaebc648-62ef-4186-842e-c1a33501b3b3,961d5d0f-b578-4e86-b6e4-6cab95dcf846,3f0f9a2f-6e87-4d9f-a2ff-05528c7da9a1",,,,,,,4,,NACE Rev 2,20.59,20.59,C20.59,24.62,Manufacture of glues and gelatines,C,,,,
bfb61d85-f2bb-4a0c-af48-0fc36ad5355f,Group,25c87b6a-881e-4247-9b2a-f7ae4b31f533,Manufacture of man-made fibres,5a935839-0f97-4191-9a16-3d825643c87b,,,,,,,3,,NACE Rev 2,20.6,20.6,C20.6,24.7,Manufacture of man-made fibres,C,,,,
45e10e27-ba42-48e2-9a71-afcf56b48c78,Attribute,bfb61d85-f2bb-4a0c-af48-0fc36ad5355f,Manufacture of man-made fibres,,,,,,,,4,,NACE Rev 2,20.60,20.6,C20.60,24.7,Manufacture of man-made fibres,C,,,,
11919841-210a-4fd9-abfb-a75223e5dc11,Group,69e421a5-4531-4931-b749-9b5f649f199a,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,,,,,,2,This division includes the manufacture of basic pharmaceutical products and pharmaceutical preparations.,NACE Rev 2,21,21,C21,N/A,N/A,C,,,,
7857ad61-5adc-495c-bbb4-0becf45a4e82,Group,11919841-210a-4fd9-abfb-a75223e5dc11,Manufacture of basic pharmaceutical products,85261ed5-2e6d-417c-b75e-4d7d7b02ea9f,,,,,,,3,,NACE Rev 2,21.1,21.1,C21.1,24.41,Manufacture of basic pharmaceutical products,C,,,,
41b428e5-50e9-4ff1-9182-547195d41e99,Attribute,7857ad61-5adc-495c-bbb4-0becf45a4e82,Manufacture of basic pharmaceutical products,,,,,,,,4,,NACE Rev 2,21.10,21.1,C21.10,24.41,Manufacture of basic pharmaceutical products,C,,,,
6c4bed0c-fedb-4818-a29e-2aefd8033576,Group,11919841-210a-4fd9-abfb-a75223e5dc11,Manufacture of pharmaceutical preparations,"5e0fc007-b4b4-4494-8fd3-3e0d5914a2c2,2d854dab-279b-42bc-83a7-af64c93db3d3",,,,,,,3,,NACE Rev 2,21.2,21.2,C21.2,23.3,Processing of nuclear fuel,C,,,,
33aa3e63-9fd1-4569-918e-4f310a9b05cc,Attribute,6c4bed0c-fedb-4818-a29e-2aefd8033576,Manufacture of pharmaceutical preparations,,,,,,,,4,,NACE Rev 2,21.20,21.2,C21.20,23.3,Processing of nuclear fuel,C,,,,
9f7754b1-eefd-4374-bc85-86ef565a3e20,Group,69e421a5-4531-4931-b749-9b5f649f199a,Manufacture of rubber and plastic products,,,,,,,,2,"This division includes the manufacture of rubber and plastics products. 

This division is characterised by the raw materials used in the manufacturing process. However, this does not imply that the manufacture of all products made of these materials is classified here.",NACE Rev 2,22,22,C22,N/A,N/A,C,,,,
d3bead74-a71b-45ca-8025-4f32ce07e62a,Group,9f7754b1-eefd-4374-bc85-86ef565a3e20,Manufacture of rubber products,,,,,,,,3,,NACE Rev 2,22.1,22.1,C22.1,N/A,N/A,C,,,,
a1ce7972-c90d-43bd-9d4d-aa8fd8aa9884,Attribute,d3bead74-a71b-45ca-8025-4f32ce07e62a,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,"3bb6de5d-5228-4214-9c72-33337136ffa4,c3f437c0-ded2-430a-9aca-0c170de7b0f2",,,,,,,4,,NACE Rev 2,22.11,22.11,C22.11,25.11,Manufacture of rubber tyres and tubes,C,,,,
7c21700f-34ec-49a5-ab4e-f90381d102c6,Attribute,d3bead74-a71b-45ca-8025-4f32ce07e62a,Manufacture of other rubber products,"c63b94cf-25d7-4eda-964f-726e6d5c905d,d650420d-ba7e-41b4-ba06-016d0fcec7a8,f80b02a3-b1d0-4c98-bac0-8e8d20304fd0,c7c1a74a-9f27-4cee-9cf1-96b6e9fa99d3",,,,,,,4,,NACE Rev 2,22.19,22.19,C22.19,19.3,Manufacture of footwear,C,,,,
d89867c9-c71c-4044-b86f-782acab97ac3,Group,9f7754b1-eefd-4374-bc85-86ef565a3e20,Manufacture of plastic products,,,,,,,,3,,NACE Rev 2,22.2,22.2,C22.2,N/A,N/A,C,,,,
26368067-39e8-4a0b-900e-53dd226afeaa,Attribute,d89867c9-c71c-4044-b86f-782acab97ac3,"Manufacture of plastic plates, sheets, tubes and profiles",09fa8cb5-a569-4008-a0b8-c4f72782d07c,,,,,,,4,,NACE Rev 2,22.21,22.21,C22.21,25.21,"Manufacture of plastic plates, sheets, tubes and profiles",C,,,,
dce94bf6-7d79-4c86-8677-eb362cc9bc72,Attribute,d89867c9-c71c-4044-b86f-782acab97ac3,Manufacture of plastic packing goods,2cec7252-7191-484d-b226-ed9577256487,,,,,,,4,,NACE Rev 2,22.22,22.22,C22.22,25.22,Manufacture of plastic packing goods,C,,,,
e39da724-29dc-447c-8f14-cae7586c99a0,Attribute,d89867c9-c71c-4044-b86f-782acab97ac3,Manufacture of buildersâ€™ ware of plastic,"1bc4bb16-1320-4634-84a9-764c112edab1,c7c1a74a-9f27-4cee-9cf1-96b6e9fa99d3",,,,,,,4,,NACE Rev 2,22.23,22.23,C22.23,25.23,Manufacture of builders' ware of plastic,C,,,,
cc3efa6a-d427-4783-a756-52bbaf5ca5f6,Attribute,d89867c9-c71c-4044-b86f-782acab97ac3,Manufacture of other plastic products,"c63b94cf-25d7-4eda-964f-726e6d5c905d,628745a4-d2ff-486e-ac71-e03958e0084a,c7c1a74a-9f27-4cee-9cf1-96b6e9fa99d3",,,,,,,4,,NACE Rev 2,22.29,22.29,C22.29,19.3,Manufacture of footwear,C,,,,
a75b3566-7846-4426-8023-34af58b221ba,Group,69e421a5-4531-4931-b749-9b5f649f199a,Manufacture of other non-metallic mineral products,,,,,,,,2,"This division includes manufacturing activities related to a single substance of mineral origin. This division includes the manufacture of glass and glass products (e.g. flat glass, hollow glass, fibres, technical glassware etc.), ceramic products, tiles and baked clay products, and cement and plaster, from raw materials to finished articles.",NACE Rev 2,23,23,C23,N/A,N/A,C,,,,
4ff5c20e-cd7f-42a6-b9cc-91f04f3a35f6,Group,a75b3566-7846-4426-8023-34af58b221ba,Manufacture of glass and glass products,,,,,,,,3,,NACE Rev 2,23.1,23.1,C23.1,N/A,N/A,C,,,,
37f2cf51-8de7-4d7c-9ed4-6dfa74b6dd4a,Attribute,4ff5c20e-cd7f-42a6-b9cc-91f04f3a35f6,Manufacture of flat glass,598c1253-056e-460c-b0d6-249c36768dc8,,,,,,,4,,NACE Rev 2,23.11,23.11,C23.11,26.11,Manufacture of flat glass,C,,,,
c548fec7-37db-43d6-a23d-be19e514dc23,Attribute,4ff5c20e-cd7f-42a6-b9cc-91f04f3a35f6,Shaping and processing of flat glass,e6617ea3-a2bb-48f6-a35b-4090642e29b7,,,,,,,4,,NACE Rev 2,23.12,23.12,C23.12,26.12,Shaping and processing of flat glass,C,,,,
1e803725-631b-423c-8711-4ee5d7237b8d,Attribute,4ff5c20e-cd7f-42a6-b9cc-91f04f3a35f6,Manufacture of hollow glass,772be1f8-384b-4b2b-8235-abf1fa6a44df,,,,,,,4,,NACE Rev 2,23.13,23.13,C23.13,26.13,Manufacture of hollow glass,C,,,,
0e593176-ec6c-42ca-be59-97e1263b94ae,Attribute,4ff5c20e-cd7f-42a6-b9cc-91f04f3a35f6,Manufacture of glass fibres,0baba66e-cdfd-4cee-8c7f-3e45ecba580b,,,,,,,4,,NACE Rev 2,23.14,23.14,C23.14,26.14,Manufacture of glass fibres,C,,,,
214f64ed-91cd-4027-9cf7-54cd8c2febf4,Attribute,4ff5c20e-cd7f-42a6-b9cc-91f04f3a35f6,"Manufacture and processing of other glass, including technical glassware",33bbc8bc-a2d5-422e-8b2b-e38e3174cb25,,,,,,,4,,NACE Rev 2,23.19,23.19,C23.19,26.15,"Manufacture and processing of other glass, including technical glassware",C,,,,
d082b131-a3e6-42f1-b4fd-4e83d11218b7,Group,a75b3566-7846-4426-8023-34af58b221ba,Manufacture of refractory products,3206abfe-f0cb-4be8-8f90-59fd9cbf148d,,,,,,,3,,NACE Rev 2,23.2,23.2,C23.2,26.26,Manufacture of refractory ceramic products,C,,,,
35a18bad-9e16-482d-b38f-9de6a5d63b44,Attribute,d082b131-a3e6-42f1-b4fd-4e83d11218b7,Manufacture of refractory products,,,,,,,,4,,NACE Rev 2,23.20,23.2,C23.20,26.26,Manufacture of refractory ceramic products,C,,,,
c02aa5b1-92bd-4283-aa65-f047a7884304,Group,a75b3566-7846-4426-8023-34af58b221ba,Manufacture of clay building materials,,,,,,,,3,,NACE Rev 2,23.3,23.3,C23.3,N/A,N/A,C,,,,
469f5902-5cdb-46b8-a0ce-bba0127dffaf,Attribute,c02aa5b1-92bd-4283-aa65-f047a7884304,Manufacture of ceramic tiles and flags,f904237e-d0f9-407f-9066-13fae2757ecf,,,,,,,4,,NACE Rev 2,23.31,23.31,C23.31,26.3,Manufacture of ceramic tiles and flags,C,,,,
7c515ef8-709e-48ca-860f-adba287184a7,Attribute,c02aa5b1-92bd-4283-aa65-f047a7884304,"Manufacture of bricks, tiles and construction products, in baked clay",f47a288b-1b9e-4be8-900f-5e4a7ee70930,,,,,,,4,,NACE Rev 2,23.32,23.32,C23.32,26.4,"Manufacture of bricks, tiles and construction products, in baked clay",C,,,,
6998c369-30ae-4df6-9106-590d4ba612b6,Group,a75b3566-7846-4426-8023-34af58b221ba,Manufacture of other porcelain and ceramic products,,,,,,,,3,,NACE Rev 2,23.4,23.4,C23.4,N/A,N/A,C,,,,
4f8832cf-5a53-4736-97a7-c6842bb362eb,Attribute,6998c369-30ae-4df6-9106-590d4ba612b6,Manufacture of ceramic household and ornamental articles,dac3577f-d521-425f-9939-c3c90ad4ee7d,,,,,,,4,,NACE Rev 2,23.41,23.41,C23.41,26.21,Manufacture of ceramic household and ornamental articles,C,,,,
8a524158-bff7-40cf-a062-18647d4f653a,Attribute,6998c369-30ae-4df6-9106-590d4ba612b6,Manufacture of ceramic sanitary fixtures,dfb73811-cb65-4371-b11f-fab02d912bed,,,,,,,4,,NACE Rev 2,23.42,23.42,C23.42,26.22,Manufacture of ceramic sanitary fixtures,C,,,,
08f3fbd1-482d-4a06-951e-3295b162d417,Attribute,6998c369-30ae-4df6-9106-590d4ba612b6,Manufacture of ceramic insulators and insulating fittings,a22f9c91-7d6c-4276-81fe-e3fc8fb9731f,,,,,,,4,,NACE Rev 2,23.43,23.43,C23.43,26.23,Manufacture of ceramic insulators and insulating fittings,C,,,,
7612676e-f29e-4159-a723-40ab7d9f44f8,Attribute,6998c369-30ae-4df6-9106-590d4ba612b6,Manufacture of other technical ceramic products,"2bfbd814-0287-46cc-92b3-04e634115486,1846868d-373e-4518-80a6-d044916e35b5",,,,,,,4,,NACE Rev 2,23.44,23.44,C23.44,26.24,Manufacture of other technical ceramic products,C,,,,
7c383ca4-eec5-4c41-b2bb-4dee7330f2be,Attribute,6998c369-30ae-4df6-9106-590d4ba612b6,Manufacture of other ceramic products,d1344bd3-e993-43be-843a-ca0c67b28005,,,,,,,4,,NACE Rev 2,23.49,23.49,C23.49,26.25,Manufacture of other ceramic products,C,,,,
