ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,NACE Code (EU Taxonomy Format),EU Taxonomy Activity Code,Description,Criteria,NACE Codes
00acf07b-55af-4700-bb0a-24ebf41db991,Attribute,d1b78051-aada-4468-a3c4-08c8a4d77117,Q87.9.0 - Other residential care activities,,,,,,,,Q87.90,,,,
6996cd99-7450-4b92-9fd5-b39f1070e1bf,Group,8df3dcf7-0fb9-49a4-9185-37dec7e1c0db,Q88 - Social work activities without accommodation,,,,,,,,Q88,,,,
e9b7ad99-80d8-4f4f-beca-829c57e12460,Group,6996cd99-7450-4b92-9fd5-b39f1070e1bf,Q88.1 - Social work activities without accommodation for the elderly and disabled,,,,,,,,Q88.1,,,,
8b338baa-2280-4bdb-8388-413a063e2011,Attribute,e9b7ad99-80d8-4f4f-beca-829c57e12460,Q88.1.0 - Social work activities without accommodation for the elderly and disabled,,,,,,,,Q88.10,,,,
2b8d4400-09d7-4882-a6b1-61315795a202,Group,6996cd99-7450-4b92-9fd5-b39f1070e1bf,Q88.9 - Other social work activities without accommodation,,,,,,,,Q88.9,,,,
bc651a6d-43a1-4b5d-9f80-7095bca89e68,Attribute,2b8d4400-09d7-4882-a6b1-61315795a202,Q88.9.1 - Child day-care activities,,,,,,,,Q88.91,,,,
1d03bf64-795c-4447-aec7-3bff33ac3645,Attribute,2b8d4400-09d7-4882-a6b1-61315795a202,Q88.9.9 - Other social work activities without accommodation n.e.c.,,,,,,,,Q88.99,,,,
b07723e6-4df6-4968-ae7e-48448a1898a7,Object,48a81836-a32d-4c7e-99fd-e66ba6cf1d52,"R - Arts, entertainment and recreation",,,,,,,,R,,,,
d3ea7c64-9aeb-442f-9a2e-d34c095f09a7,Group,b07723e6-4df6-4968-ae7e-48448a1898a7,"R90 - Creative, arts and entertainment activities",,,,,,,,R90,,,,
721e6781-2cfd-421b-af7e-2ddc04ce67ff,Group,d3ea7c64-9aeb-442f-9a2e-d34c095f09a7,"R90.0 - Creative, arts and entertainment activities",,,,,,,,R90.0,,,,
258cd539-71ce-4819-8f69-62a272d32e7f,Attribute,721e6781-2cfd-421b-af7e-2ddc04ce67ff,R90.0.1 - Performing arts,,,,,,,,R90.01,,,,
688f05b1-1fbb-40e8-b47b-ded2b5ec3c11,Attribute,721e6781-2cfd-421b-af7e-2ddc04ce67ff,R90.0.2 - Support activities to performing arts,,,,,,,,R90.02,,,,
41c74c8c-179c-4629-b269-83284ac8dce5,Attribute,721e6781-2cfd-421b-af7e-2ddc04ce67ff,R90.0.3 - Artistic creation,,,,,,,,R90.03,,,,
8661f1ca-f383-47d0-a9bd-b836842048ee,Attribute,721e6781-2cfd-421b-af7e-2ddc04ce67ff,R90.0.4 - Operation of arts facilities,,,,,,,,R90.04,,,,
5bf4ddef-3d73-4749-9eea-7dc957985f72,Group,b07723e6-4df6-4968-ae7e-48448a1898a7,"R91 - Libraries, archives, museums and other cultural activities",,,,,,,,R91,,,,
895e926b-c3a4-4b9e-bc2f-9a40a174fda0,Group,5bf4ddef-3d73-4749-9eea-7dc957985f72,"R91.0 - Libraries, archives, museums and other cultural activities",,,,,,,,R91.0,,,,
2349b6a9-eb00-465a-94eb-43b8cf3f3270,Attribute,895e926b-c3a4-4b9e-bc2f-9a40a174fda0,R91.0.1 - Library and archives activities,,,,,,,,R91.01,,,,
6df1c61d-a033-4c44-a3d7-845f0b2200d8,Attribute,895e926b-c3a4-4b9e-bc2f-9a40a174fda0,R91.0.2 - Museums activities,,,,,,,,R91.02,,,,
8b59b96d-0830-4c2b-baeb-76a9f2a60206,Attribute,895e926b-c3a4-4b9e-bc2f-9a40a174fda0,R91.0.3 - Operation of historical sites and buildings and similar visitor attractions,,,,,,,,R91.03,,,,
08d979c0-7ca9-4f98-ad3c-e05d10966212,Attribute,895e926b-c3a4-4b9e-bc2f-9a40a174fda0,R91.0.4 - Botanical and zoological gardens and nature reserves activities,,,,,,,,R91.04,,,,
f6f10ddd-1d40-451e-a4db-fd097e85995b,Group,b07723e6-4df6-4968-ae7e-48448a1898a7,R92 - Gambling and betting activities,,,,,,,,R92,,,,
e030a028-8fb1-43d7-92a9-1a9ea05b9eab,Group,f6f10ddd-1d40-451e-a4db-fd097e85995b,R92.0 - Gambling and betting activities,,,,,,,,R92.0,,,,
aedb3f34-d19b-4284-950d-c3e9e5c8aeac,Attribute,e030a028-8fb1-43d7-92a9-1a9ea05b9eab,R92.0.0 - Gambling and betting activities,,,,,,,,R92.00,,,,
0d970499-2f49-4827-a32f-cfa238146535,Group,b07723e6-4df6-4968-ae7e-48448a1898a7,R93 - Sports activities and amusement and recreation activities,,,,,,,,R93,,,,
b74a1680-b668-4f5e-b9d8-3a98e40a82b9,Group,0d970499-2f49-4827-a32f-cfa238146535,R93.1 - Sports activities,,,,,,,,R93.1,,,,
07819f91-854d-4f7d-b709-75c006b013a8,Attribute,b74a1680-b668-4f5e-b9d8-3a98e40a82b9,R93.1.1 - Operation of sports facilities,,,,,,,,R93.11,,,,
431fab9d-b1f9-48fd-8876-31024499edde,Attribute,b74a1680-b668-4f5e-b9d8-3a98e40a82b9,R93.1.2 - Activities of sport clubs,,,,,,,,R93.12,,,,
979b25a7-01b7-4883-be5f-eaec229f8c2a,Attribute,b74a1680-b668-4f5e-b9d8-3a98e40a82b9,R93.1.3 - Fitness facilities,,,,,,,,R93.13,,,,
a9a3b350-cfce-433f-ade7-51161f882c45,Attribute,b74a1680-b668-4f5e-b9d8-3a98e40a82b9,R93.1.9 - Other sports activities,,,,,,,,R93.19,,,,
6ed4e900-1445-4ed0-8756-86677fc6edb2,Group,0d970499-2f49-4827-a32f-cfa238146535,R93.2 - Amusement and recreation activities,,,,,,,,R93.2,,,,
1f1a490b-9b96-487b-9444-81f9d191e197,Attribute,6ed4e900-1445-4ed0-8756-86677fc6edb2,R93.2.1 - Activities of amusement parks and theme parks,,,,,,,,R93.21,,,,
fadb020a-f809-4628-bd60-4cca2c42ecd8,Attribute,6ed4e900-1445-4ed0-8756-86677fc6edb2,R93.2.9 - Other amusement and recreation activities,,,,,,,,R93.29,,,,
6c723ec9-099c-47b0-ae57-b9ae6164f093,Object,48a81836-a32d-4c7e-99fd-e66ba6cf1d52,S - Other services activities,,,,,,,,S,,,,
0130c2f8-0520-4af8-9707-ac3e1d724c57,Group,6c723ec9-099c-47b0-ae57-b9ae6164f093,S94 - Activities of membership organisations,,,,,,,,S94,,,,
563b80df-64f0-4137-a796-72f14e2f6a46,Group,0130c2f8-0520-4af8-9707-ac3e1d724c57,"S94.1 - Activities of business, employers and professional membership organisations",,,,,,,,S94.1,,,,
1d12a476-261a-4a63-8576-da3738716943,Attribute,563b80df-64f0-4137-a796-72f14e2f6a46,S94.1.1 - Activities of business and employers membership organisations,,,,,,,,S94.11,,,,
855523b7-3f5d-43ef-9c3b-20c4fec09c10,Attribute,563b80df-64f0-4137-a796-72f14e2f6a46,S94.1.2 - Activities of professional membership organisations,,,,,,,,S94.12,,,,
201399fe-84c7-4cae-bcda-70d09ee2eb48,Group,0130c2f8-0520-4af8-9707-ac3e1d724c57,S94.2 - Activities of trade unions,,,,,,,,S94.2,,,,
ed1c5825-39a5-4d09-84ae-8be9d72c707a,Attribute,201399fe-84c7-4cae-bcda-70d09ee2eb48,S94.2.0 - Activities of trade unions,,,,,,,,S94.20,,,,
d7f2dcf2-561e-46b4-96db-0417bc423fa7,Group,0130c2f8-0520-4af8-9707-ac3e1d724c57,S94.9 - Activities of other membership organisations,,,,,,,,S94.9,,,,
ca706f16-728e-456d-8de9-1a8bf045d7c0,Attribute,d7f2dcf2-561e-46b4-96db-0417bc423fa7,S94.9.1 - Activities of religious organisations,,,,,,,,S94.91,,,,
e8a19abf-4a3d-4485-a80e-92f65d73b142,Attribute,d7f2dcf2-561e-46b4-96db-0417bc423fa7,S94.9.2 - Activities of political organisations,,,,,,,,S94.92,,,,
baa4baab-7986-4db0-8879-6cd96f1c3a99,Attribute,d7f2dcf2-561e-46b4-96db-0417bc423fa7,S94.9.9 - Activities of other membership organisations n.e.c.,,,,,,,,S94.99,,,,
07dc1973-fbfc-41d2-ace4-c99693b93b71,Group,6c723ec9-099c-47b0-ae57-b9ae6164f093,S95 - Repair of computers and personal and household goods,,,,,,,,S95,,,,
d7c4e9a0-e6cd-4cbb-966c-77cc1047166c,Group,07dc1973-fbfc-41d2-ace4-c99693b93b71,S95.1 - Repair of computers and communication equipment,,,,,,,,S95.1,,,,
f047561f-f25c-4f5a-9418-7180b9f87eee,Attribute,d7c4e9a0-e6cd-4cbb-966c-77cc1047166c,S95.1.1 - Repair of computers and peripheral equipment,,,,,,,,S95.11,,,,
703a443c-dcc5-4233-b7e2-d05e2b8e62c7,Attribute,d7c4e9a0-e6cd-4cbb-966c-77cc1047166c,S95.1.2 - Repair of communication equipment,,,,,,,,S95.12,,,,
050d52e0-a72b-4580-90d5-e3d838e4c59a,Group,07dc1973-fbfc-41d2-ace4-c99693b93b71,S95.2 - Repair of personal and household goods,,,,,,,,S95.2,,,,
02aa04e5-da23-413a-9ce0-7b935aaaf12b,Attribute,050d52e0-a72b-4580-90d5-e3d838e4c59a,S95.2.1 - Repair of consumer electronics,,b13cf3f5-139f-4673-b4ee-cc3b9fe5a796,,,,,,S95.21,,,,
7a59abb1-beef-485c-9510-c8d9cc5508eb,Transition,,,02aa04e5-da23-413a-9ce0-7b935aaaf12b,b13cf3f5-139f-4673-b4ee-cc3b9fe5a796,,,,,,,,,,
afd428b5-ff6b-447c-a580-24ddd0ebc522,Attribute,050d52e0-a72b-4580-90d5-e3d838e4c59a,S95.2.2 - Repair of household appliances and home and garden equipment,,b13cf3f5-139f-4673-b4ee-cc3b9fe5a796,,,,,,S95.22,,,,
776629ec-030a-43d8-8694-cdd65a80f624,Transition,,,afd428b5-ff6b-447c-a580-24ddd0ebc522,b13cf3f5-139f-4673-b4ee-cc3b9fe5a796,,,,,,,,,,
aed63485-e1d0-4d5d-9c43-ffb2f688a3a2,Attribute,050d52e0-a72b-4580-90d5-e3d838e4c59a,S95.2.3 - Repair of footwear and leather goods,,,,,,,,S95.23,,,,
c81dfaa7-7340-403f-9160-4729fa30e12e,Attribute,050d52e0-a72b-4580-90d5-e3d838e4c59a,S95.2.4 - Repair of furniture and home furnishings,,,,,,,,S95.24,,,,
b6bbec14-e05c-4f07-94a7-906b76748b7f,Attribute,050d52e0-a72b-4580-90d5-e3d838e4c59a,"S95.2.5 - Repair of watches, clocks and jewellery",,,,,,,,S95.25,,,,
263b7fcb-454f-42df-b249-149a909c9a4e,Attribute,050d52e0-a72b-4580-90d5-e3d838e4c59a,S95.2.9 - Repair of other personal and household goods,,,,,,,,S95.29,,,,
ca30dde5-04cb-4f41-85ea-6bf22241fa92,Group,6c723ec9-099c-47b0-ae57-b9ae6164f093,S96 - Other personal service activities,,,,,,,,S96,,,,
4ade61ee-2a5b-42de-8547-4ef7bf2a125c,Group,ca30dde5-04cb-4f41-85ea-6bf22241fa92,S96.0 - Other personal service activities,,,,,,,,S96.0,,,,
1afa5bef-16ac-4500-9bc6-e662c842a89c,Attribute,4ade61ee-2a5b-42de-8547-4ef7bf2a125c,S96.0.1 - Washing and (dry-)cleaning of textile and fur products,,,,,,,,S96.01,,,,
8b364a73-f854-4eae-b0f8-62fe977146ee,Attribute,4ade61ee-2a5b-42de-8547-4ef7bf2a125c,S96.0.2 - Hairdressing and other beauty treatment,,,,,,,,S96.02,,,,
1612ecce-2eb6-4460-9682-a3159ad7eed9,Attribute,4ade61ee-2a5b-42de-8547-4ef7bf2a125c,S96.0.3 - Funeral and related activities,,,,,,,,S96.03,,,,
ddb67638-422f-41f6-ae5a-2a7c6b157052,Attribute,4ade61ee-2a5b-42de-8547-4ef7bf2a125c,S96.0.4 - Physical well-being activities,,,,,,,,S96.04,,,,
ac9c2481-4d57-4904-bd13-4945d231126c,Attribute,4ade61ee-2a5b-42de-8547-4ef7bf2a125c,S96.0.9 - Other personal service activities n.e.c.,,,,,,,,S96.09,,,,
054df283-24fc-4ba2-a592-3c687ad31ce6,Object,48a81836-a32d-4c7e-99fd-e66ba6cf1d52,T - Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,,,,,,,,T,,,,
8669b067-018e-4ac7-accc-4b7a37be0fdc,Group,054df283-24fc-4ba2-a592-3c687ad31ce6,T97 - Activities of households as employers of domestic personnel,,,,,,,,T97,,,,
292aa8c2-cfb7-4342-bc0f-13e8f3ba2b01,Group,8669b067-018e-4ac7-accc-4b7a37be0fdc,T97.0 - Activities of households as employers of domestic personnel,,,,,,,,T97.0,,,,
23ee6f1d-78b2-45ba-ba0c-263bc3401c5a,Attribute,292aa8c2-cfb7-4342-bc0f-13e8f3ba2b01,T97.0.0 - Activities of households as employers of domestic personnel,,,,,,,,T97.00,,,,
42dee5e5-97bd-412a-8d7d-e2bd47795b01,Group,054df283-24fc-4ba2-a592-3c687ad31ce6,T98 - Undifferentiated goods- and services-producing activities of private households for own use,,,,,,,,T98,,,,
d42594a5-73c8-4f20-b4db-ac9a422a017e,Group,42dee5e5-97bd-412a-8d7d-e2bd47795b01,T98.1 - Undifferentiated goods-producing activities of private households for own use,,,,,,,,T98.1,,,,
a8bc5a94-630d-4652-918b-077b53e99ac1,Attribute,d42594a5-73c8-4f20-b4db-ac9a422a017e,T98.1.0 - Undifferentiated goods-producing activities of private households for own use,,,,,,,,T98.10,,,,
54656488-5378-44e5-87c1-eeb450fa6c04,Group,42dee5e5-97bd-412a-8d7d-e2bd47795b01,T98.2 - Undifferentiated service-producing activities of private households for own use,,,,,,,,T98.2,,,,
67059bb1-4381-4763-83cc-1feda57188a7,Attribute,54656488-5378-44e5-87c1-eeb450fa6c04,T98.2.0 - Undifferentiated service-producing activities of private households for own use,,,,,,,,T98.20,,,,
b28c27a8-d3a3-4e54-aec2-705f38a75f15,Object,48a81836-a32d-4c7e-99fd-e66ba6cf1d52,U - Activities of extraterritorial organisations and bodies,,,,,,,,U,,,,
c2a78cf7-8b3d-4289-80a4-c7bd6f0a807e,Group,b28c27a8-d3a3-4e54-aec2-705f38a75f15,U99 - Activities of extraterritorial organisations and bodies,,,,,,,,U99,,,,
3137d56f-2f6e-45af-9475-4d31310375a3,Group,c2a78cf7-8b3d-4289-80a4-c7bd6f0a807e,U99.0 - Activities of extraterritorial organisations and bodies,,,,,,,,U99.0,,,,
e1d9eedc-6730-49ae-87c9-da42df0eae32,Attribute,3137d56f-2f6e-45af-9475-4d31310375a3,U99.0.0 - Activities of extraterritorial organisations and bodies,,,,,,,,U99.00,,,,
a7008258-b636-4b8d-a3d2-4d0997dc9046,Layer,,Forestation,,,,,,,,,,,,
c4208088-9918-4466-9bd4-48ebb0d1e3f1,Object,a7008258-b636-4b8d-a3d2-4d0997dc9046,Afforestation,ccaa5bd4-29cc-47d4-a134-4b975e3635ef,,,,,,,A2,1.1,,,
38c624e6-f65d-4f04-aa1b-32f6df10ce6e,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01 - 1,,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation",The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.,A2
b6ff7632-2c47-4180-80a6-3abf7ba3bfa3,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01- 2(a),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation",screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;,A2
7bcacb98-4496-49be-ac02-f0926b674cc1,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01- 2(b),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation","where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;",A2
3e14ac69-cf3f-4efc-9a1d-30b106caa741,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01- 2(c),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation",an assessment of adaptation solutions that can reduce the identified physical climate risk.,A2
b56716db-263c-4a20-960d-8432ba85b1d6,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01- 3,,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation","The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports (84), scientific peer-reviewed publications and open source (85) or paying models.",A2
0f2db8eb-bae2-4940-a337-63cb6729cc92,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01-  4(a),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation","do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;",A2
07d4a87a-4944-4528-b70e-517d52c8ec8c,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01- 4(b),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation",favour nature-based solutions (86) or rely on blue or green infrastructure (87) to the extent possible;,A2
e8abcd7e-6644-4ccf-a756-48626345b3a3,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01- 4(c),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation","are consistent with local, sectoral, regional or national adaptation plans and strategies;",A2
cef3dda4-6566-4569-ba26-4c94b7d5e55e,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01- 4(d),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation",are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;,A2
95864607-7e97-4155-b2c3-488882754d7e,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01- 4(e),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation","where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.",A2
3f43ed31-5b44-4849-8ac4-80248bcb9e93,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01- 5(a),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation","increasing the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;",A2
1ce09674-69be-45c8-b629-66fa1444bc2d,Attribute,c4208088-9918-4466-9bd4-48ebb0d1e3f1,1.01 - 5(b),,,,,,,,,,"Establishment of forest through planting, deliberate seeding or natural regeneration on land that, until then, was under a different land use or not used. Afforestation implies a transformation of land use from non-forest to forest, in accordance with the Food and Agriculture Organisation of the United Nations (‘FAO’) definition of afforestation","contributing to adaptation efforts of other people, of nature, of cultural heritage, of assets and of other economic activities.",A2
c47f2aec-f2c1-46f7-bf35-eede5d8907c8,Object,a7008258-b636-4b8d-a3d2-4d0997dc9046,"Rehabilitation and restoration of forests, including reforestation and natural forest regeneration after an extreme event",ccaa5bd4-29cc-47d4-a134-4b975e3635ef,,,,,,,A2,1.2,,,
40e58dc9-e336-4ca7-a818-ddf365eb936b,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02 - 1,,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.,A2
c0595a1a-659e-4896-af96-544624dadf99,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02- 2(a),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;,A2
c131ac23-ad92-4744-b289-8a5090696c17,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02- 2(b),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,"where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;",A2
7f6697d7-4ddd-4131-96d2-97169e53d403,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02- 2(c),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,an assessment of adaptation solutions that can reduce the identified physical climate risk.,A2
026730ba-dd13-489d-b86c-c61df29f866d,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02- 3,,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,"The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports (84), scientific peer-reviewed publications and open source (85) or paying models.",A2
723da564-3115-42c3-9b1e-08424a382090,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02-  4(a),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,"do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;",A2
510c9ad5-0fc9-4ee3-adae-0c0cbca89670,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02- 4(b),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,favour nature-based solutions (86) or rely on blue or green infrastructure (87) to the extent possible;,A2
eb7b8d46-329d-4063-b245-81b0906b0f7d,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02- 4(c),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,"are consistent with local, sectoral, regional or national adaptation plans and strategies;",A2
877b0363-bb61-4869-a4c9-8b90c6e61781,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02- 4(d),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;,A2
e3372e55-5f95-4731-9e1f-5e3319d53789,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02- 4(e),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,"where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.",A2
d0ceac4c-21b7-476a-a64b-6d83a896860f,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02- 5(a),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,"increasing the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;",A2
a06d9b07-8803-4bb0-b48b-fd5bbb3edd93,Attribute,c47f2aec-f2c1-46f7-bf35-eede5d8907c8,1.02 - 5(b),,,,,,,,,,Rehabilitation and restoration of forests as defined by national law,"contributing to adaptation efforts of other people, of nature, of cultural heritage, of assets and of other economic activities.",A2
afd8b5ff-1eae-43d5-802a-0e684b331d1a,Object,a7008258-b636-4b8d-a3d2-4d0997dc9046,Forest Management,ccaa5bd4-29cc-47d4-a134-4b975e3635ef,,,,,,,A2,1.3,,,
97e47288-e228-4487-84b0-090de74d284b,Attribute,afd8b5ff-1eae-43d5-802a-0e684b331d1a,1.03 - 1,,,,,,,,,,"Forest management as defined by national law. Where national law does not contain such a definition, forest management corresponds to any economic activity resulting from a system applicable to a forest that influences the ecological, economic or social functions of the forest",The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.,A2
6b088812-90ef-4da6-a9ac-7eb72270d05c,Attribute,afd8b5ff-1eae-43d5-802a-0e684b331d1a,1.03- 2(a),,,,,,,,,,"Forest management as defined by national law. Where national law does not contain such a definition, forest management corresponds to any economic activity resulting from a system applicable to a forest that influences the ecological, economic or social functions of the forest",screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;,A2
8bb44975-b1e0-4905-9c47-b4d0cec38b5d,Attribute,afd8b5ff-1eae-43d5-802a-0e684b331d1a,1.03- 2(b),,,,,,,,,,"Forest management as defined by national law. Where national law does not contain such a definition, forest management corresponds to any economic activity resulting from a system applicable to a forest that influences the ecological, economic or social functions of the forest","where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;",A2
9006405e-6b93-4eec-8cd5-283b420fd2d2,Attribute,afd8b5ff-1eae-43d5-802a-0e684b331d1a,1.03- 2(c),,,,,,,,,,"Forest management as defined by national law. Where national law does not contain such a definition, forest management corresponds to any economic activity resulting from a system applicable to a forest that influences the ecological, economic or social functions of the forest",an assessment of adaptation solutions that can reduce the identified physical climate risk.,A2
a3282961-4e0f-41a1-8515-9ef0d4ab5f05,Attribute,afd8b5ff-1eae-43d5-802a-0e684b331d1a,1.03- 3,,,,,,,,,,"Forest management as defined by national law. Where national law does not contain such a definition, forest management corresponds to any economic activity resulting from a system applicable to a forest that influences the ecological, economic or social functions of the forest","The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports (84), scientific peer-reviewed publications and open source (85) or paying models.",A2
5c412e06-1037-4b62-a819-254f8262f2d3,Attribute,afd8b5ff-1eae-43d5-802a-0e684b331d1a,1.03-  4(a),,,,,,,,,,"Forest management as defined by national law. Where national law does not contain such a definition, forest management corresponds to any economic activity resulting from a system applicable to a forest that influences the ecological, economic or social functions of the forest","do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;",A2
af220dae-c50f-43e1-b694-75193e59eeb2,Attribute,afd8b5ff-1eae-43d5-802a-0e684b331d1a,1.03- 4(b),,,,,,,,,,"Forest management as defined by national law. Where national law does not contain such a definition, forest management corresponds to any economic activity resulting from a system applicable to a forest that influences the ecological, economic or social functions of the forest",favour nature-based solutions (86) or rely on blue or green infrastructure (87) to the extent possible;,A2
