ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,NACE Code (EU Taxonomy Format),EU Taxonomy Activity Code,Description,Criteria,NACE Codes
8a70a3cf-270a-4c42-ac11-ddb1467c55d8,Transition,,,3f546242-02c9-4cd7-b919-1d8a30133025,8596f321-afc9-4693-a134-493fedbc60af,,,,,,,,,,
866303ab-ae4f-43bd-a12f-2c4d9c1adf64,Group,3f546242-02c9-4cd7-b919-1d8a30133025,F43.1 - Demolition and site preparation,,,,,,,,F43.1,,,,
cc2dcce0-15f6-4cdd-b85e-81e4f5d92eee,Attribute,866303ab-ae4f-43bd-a12f-2c4d9c1adf64,F43.1.1 - Demolition,,,,,,,,F43.11,,,,
e6e9a6b9-f890-4315-a3be-2cde65cce59c,Attribute,866303ab-ae4f-43bd-a12f-2c4d9c1adf64,F43.1.2 - Site preparation,,,,,,,,F43.12,,,,
ecce959c-809d-476a-a0e2-26084ae557f7,Attribute,866303ab-ae4f-43bd-a12f-2c4d9c1adf64,F43.1.3 - Test drilling and boring,,,,,,,,F43.13,,,,
95955408-6489-4844-9a95-0b208fdcf214,Group,3f546242-02c9-4cd7-b919-1d8a30133025,"F43.2 - Electrical, plumbing and other construction installation activities",,,,,,,,F43.2,,,,
4b931205-7315-445d-badd-d24637a35559,Attribute,95955408-6489-4844-9a95-0b208fdcf214,F43.2.1 - Electrical installation,,"ebf34d8b-063f-44d2-bef8-df9537ca55db,4de3b74e-66d0-48f9-8cec-592666b823a3",,,,,,F43.21,,,,
33365f74-1ca7-46b4-a68e-a641fec4f9c0,Transition,,,4b931205-7315-445d-badd-d24637a35559,ebf34d8b-063f-44d2-bef8-df9537ca55db,,,,,,,,,,
1e7db736-7427-40b2-8196-752a8fa97ccb,Transition,,,4b931205-7315-445d-badd-d24637a35559,4de3b74e-66d0-48f9-8cec-592666b823a3,,,,,,,,,,
c298bca4-d5f0-4ccf-b116-029685fe4444,Attribute,95955408-6489-4844-9a95-0b208fdcf214,"F43.2.2 - Plumbing, heat and air-conditioning installation",,9cfc8afe-3c30-41c3-bba6-82abd1b8f5e6,,,,,,F43.22,,,,
5cc0a5f1-b9f0-4d0b-a11e-79ef89dacffc,Transition,,,c298bca4-d5f0-4ccf-b116-029685fe4444,9cfc8afe-3c30-41c3-bba6-82abd1b8f5e6,,,,,,,,,,
a9c809d2-93bb-4dfc-9e93-82414789c1c8,Attribute,95955408-6489-4844-9a95-0b208fdcf214,F43.2.9 - Other construction installation,,,,,,,,F43.29,,,,
475e693d-9d8a-449f-bc6b-f522f9777bb5,Group,3f546242-02c9-4cd7-b919-1d8a30133025,F43.3 - Building completion and finishing,,,,,,,,F43.3,,,,
8fedef12-6854-4c1b-9715-261b3813dd0a,Attribute,475e693d-9d8a-449f-bc6b-f522f9777bb5,F43.3.1 - Plastering,,,,,,,,F43.31,,,,
ad62afee-637f-4059-b7e6-4d610aa2f616,Attribute,475e693d-9d8a-449f-bc6b-f522f9777bb5,F43.3.2 - Joinery installation,,,,,,,,F43.32,,,,
e6f8a2b7-0f72-4a03-a530-38511d2b45f8,Attribute,475e693d-9d8a-449f-bc6b-f522f9777bb5,F43.3.3 - Floor and wall covering,,,,,,,,F43.33,,,,
88833af0-bb91-48bd-a1c4-1805a54946f9,Attribute,475e693d-9d8a-449f-bc6b-f522f9777bb5,F43.3.4 - Painting and glazing,,,,,,,,F43.34,,,,
cd46e16f-927c-49dd-8b50-6dbeb50772c6,Attribute,475e693d-9d8a-449f-bc6b-f522f9777bb5,F43.3.9 - Other building completion and finishing,,,,,,,,F43.39,,,,
5ab57fd3-4c4c-45a7-8a70-e1dbe2f3c4d3,Group,3f546242-02c9-4cd7-b919-1d8a30133025,F43.9 - Other specialised construction activities,,,,,,,,F43.9,,,,
512b0981-22b9-43fb-bec7-c4222b980981,Attribute,5ab57fd3-4c4c-45a7-8a70-e1dbe2f3c4d3,F43.9.1 - Roofing activities,,,,,,,,F43.91,,,,
9f707fb9-3400-4f20-a292-f78dbc6eea51,Attribute,5ab57fd3-4c4c-45a7-8a70-e1dbe2f3c4d3,F43.9.9 - Other specialised construction activities n.e.c.,,,,,,,,F43.99,,,,
1e034284-e317-405f-8688-e8098479b005,Object,48a81836-a32d-4c7e-99fd-e66ba6cf1d52,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,,,,G,,,,
69285433-2260-40ca-816a-0a0958e7dfbf,Group,1e034284-e317-405f-8688-e8098479b005,G45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,,,,,,,,G45,,,,
83b4d76b-1b12-48d6-b4f5-569b5ec51a2f,Group,69285433-2260-40ca-816a-0a0958e7dfbf,G45.1 - Sale of motor vehicles,,,,,,,,G45.1,,,,
e92b6210-18f8-4362-a417-6c345978420c,Attribute,83b4d76b-1b12-48d6-b4f5-569b5ec51a2f,G45.1.1 - Sale of cars and light motor vehicles,,,,,,,,G45.11,,,,
3a8882dc-f3da-45f7-abf1-1196fb6344ad,Attribute,83b4d76b-1b12-48d6-b4f5-569b5ec51a2f,G45.1.9 - Sale of other motor vehicles,,,,,,,,G45.19,,,,
356abac8-7676-437f-b839-2beeac0f95fd,Group,69285433-2260-40ca-816a-0a0958e7dfbf,G45.2 - Maintenance and repair of motor vehicles,,,,,,,,G45.2,,,,
55a96cab-377f-4804-8424-87807783ca90,Attribute,356abac8-7676-437f-b839-2beeac0f95fd,G45.2.0 - Maintenance and repair of motor vehicles,,,,,,,,G45.20,,,,
d36389b0-b68e-405b-bd41-897f248cf2a3,Group,69285433-2260-40ca-816a-0a0958e7dfbf,G45.3 - Sale of motor vehicle parts and accessories,,,,,,,,G45.3,,,,
050ea8a1-6a19-4bea-b539-87a4b040b508,Attribute,d36389b0-b68e-405b-bd41-897f248cf2a3,G45.3.1 - Wholesale trade of motor vehicle parts and accessories,,,,,,,,G45.31,,,,
cf6d0841-9295-47a9-84bb-03f9691321eb,Attribute,d36389b0-b68e-405b-bd41-897f248cf2a3,G45.3.2 - Retail trade of motor vehicle parts and accessories,,,,,,,,G45.32,,,,
3225dbac-1972-4a50-bae8-b28e5659663c,Group,69285433-2260-40ca-816a-0a0958e7dfbf,"G45.4 - Sale, maintenance and repair of motorcycles and related parts and accessories",,,,,,,,G45.4,,,,
e4fcdedf-08a6-4b69-8bf8-43d3baa3c4f3,Attribute,3225dbac-1972-4a50-bae8-b28e5659663c,"G45.4.0 - Sale, maintenance and repair of motorcycles and related parts and accessories",,,,,,,,G45.40,,,,
1b9a04fe-bc12-492d-956f-d071467524e9,Group,1e034284-e317-405f-8688-e8098479b005,"G46 - Wholesale trade, except of motor vehicles and motorcycles",,,,,,,,G46,,,,
7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,Group,1b9a04fe-bc12-492d-956f-d071467524e9,G46.1 - Wholesale on a fee or contract basis,,,,,,,,G46.1,,,,
bf76ffc7-34e6-4faf-bae2-2f018c3a6af4,Attribute,7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,"G46.1.1 - Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",,,,,,,,G46.11,,,,
ecbfd1b9-cf27-4f6f-92b0-287843735fa5,Attribute,7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,"G46.1.2 - Agents involved in the sale of fuels, ores, metals and industrial chemicals",,,,,,,,G46.12,,,,
69842461-a4f9-47b7-9bef-6f231eb121a8,Attribute,7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,G46.1.3 - Agents involved in the sale of timber and building materials,,,,,,,,G46.13,,,,
965bd8de-4d5d-4465-981e-4f35da29af1f,Attribute,7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,"G46.1.4 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",,,,,,,,G46.14,,,,
44a39d30-9f4a-4c71-9e99-0e6fb204a8fd,Attribute,7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,"G46.1.5 - Agents involved in the sale of furniture, household goods, hardware and ironmongery",,,,,,,,G46.15,,,,
4e7a26d5-3c9d-4d84-b3b9-d48fbc978e85,Attribute,7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,"G46.1.6 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,,,,,,,G46.16,,,,
d820b92a-300a-4326-ac0e-5adbdc1b916e,Attribute,7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,"G46.1.7 - Agents involved in the sale of food, beverages and tobacco",,,,,,,,G46.17,,,,
5cf746fa-7bea-4332-ad41-12a44245d73e,Attribute,7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,G46.1.8 - Agents specialised in the sale of other particular products,,,,,,,,G46.18,,,,
b6d908fa-2544-4a2c-aa99-3a5669628720,Attribute,7c75fc3e-6a92-46f2-b47c-4fabe86a5cf6,G46.1.9 - Agents involved in the sale of a variety of goods,,,,,,,,G46.19,,,,
558c769e-ab98-4c70-b68f-87399c0e7b2f,Group,1b9a04fe-bc12-492d-956f-d071467524e9,G46.2 - Wholesale of agricultural raw materials and live animals,,,,,,,,G46.2,,,,
f6378e59-5728-42bc-b8fa-704f97fb1d14,Attribute,558c769e-ab98-4c70-b68f-87399c0e7b2f,"G46.2.1 - Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",,,,,,,,G46.21,,,,
5aa2c33e-88be-4b86-8406-921a09f8b40a,Attribute,558c769e-ab98-4c70-b68f-87399c0e7b2f,G46.2.2 - Wholesale of flowers and plants,,,,,,,,G46.22,,,,
7bb82501-715d-46db-82a5-fd9a848522f6,Attribute,558c769e-ab98-4c70-b68f-87399c0e7b2f,G46.2.3 - Wholesale of live animals,,,,,,,,G46.23,,,,
e96fc33c-c5fe-4a42-857a-16a392c8e6e5,Attribute,558c769e-ab98-4c70-b68f-87399c0e7b2f,"G46.2.4 - Wholesale of hides, skins and leather",,,,,,,,G46.24,,,,
44924414-7f9c-4945-9e35-ccbfd5a51089,Group,1b9a04fe-bc12-492d-956f-d071467524e9,"G46.3 - Wholesale of food, beverages and tobacco",,,,,,,,G46.3,,,,
f43944d1-4299-49a6-bd31-4619cff7cd4e,Attribute,44924414-7f9c-4945-9e35-ccbfd5a51089,G46.3.1 - Wholesale of fruit and vegetables,,,,,,,,G46.31,,,,
be7548cd-c6f5-4361-bf31-a12ff87cc7fe,Attribute,44924414-7f9c-4945-9e35-ccbfd5a51089,G46.3.2 - Wholesale of meat and meat products,,,,,,,,G46.32,,,,
3c8c5924-2ab0-4fc9-84da-e805aa58255f,Attribute,44924414-7f9c-4945-9e35-ccbfd5a51089,"G46.3.3 - Wholesale of dairy products, eggs and edible oils and fats",,,,,,,,G46.33,,,,
d10971a3-c79c-437a-bbfe-02e1da88d361,Attribute,44924414-7f9c-4945-9e35-ccbfd5a51089,G46.3.4 - Wholesale of beverages,,,,,,,,G46.34,,,,
8bedfdb4-49ec-4579-9c0a-53f5259f4504,Attribute,44924414-7f9c-4945-9e35-ccbfd5a51089,G46.3.5 - Wholesale of tobacco products,,,,,,,,G46.35,,,,
53733a7a-b75a-43c7-92a6-1f57b6de6efb,Attribute,44924414-7f9c-4945-9e35-ccbfd5a51089,G46.3.6 - Wholesale of sugar and chocolate and sugar confectionery,,,,,,,,G46.36,,,,
a3bea6bf-2146-4bbd-aece-3c4b2ad833f6,Attribute,44924414-7f9c-4945-9e35-ccbfd5a51089,"G46.3.7 - Wholesale of coffee, tea, cocoa and spices",,,,,,,,G46.37,,,,
bb703a28-eabd-4216-b77f-09019154831c,Attribute,44924414-7f9c-4945-9e35-ccbfd5a51089,"G46.3.8 - Wholesale of other food, including fish, crustaceans and molluscs",,,,,,,,G46.38,,,,
133ad9a3-bea6-4547-8a2d-ac36c2101c22,Attribute,44924414-7f9c-4945-9e35-ccbfd5a51089,"G46.3.9 - Non-specialised wholesale of food, beverages and tobacco",,,,,,,,G46.39,,,,
a841d685-50d3-4c42-a8b9-4b01e05809a6,Group,1b9a04fe-bc12-492d-956f-d071467524e9,G46.4 - Wholesale of household goods,,,,,,,,G46.4,,,,
eeaf37c8-afea-45ee-943d-9af0f351f88b,Attribute,a841d685-50d3-4c42-a8b9-4b01e05809a6,G46.4.1 - Wholesale of textiles,,,,,,,,G46.41,,,,
5f4f420c-a189-4830-958e-563b8371bcbf,Attribute,a841d685-50d3-4c42-a8b9-4b01e05809a6,G46.4.2 - Wholesale of clothing and footwear,,,,,,,,G46.42,,,,
10403f8b-7732-49ca-8960-1b6c7609ea9a,Attribute,a841d685-50d3-4c42-a8b9-4b01e05809a6,G46.4.3 - Wholesale of electrical household appliances,,,,,,,,G46.43,,,,
155f3203-7466-486b-9c0e-0944a18c3af2,Attribute,a841d685-50d3-4c42-a8b9-4b01e05809a6,G46.4.4 - Wholesale of china and glassware and cleaning materials,,,,,,,,G46.44,,,,
8c1e61b5-8036-445e-a46c-abdbdf7d895a,Attribute,a841d685-50d3-4c42-a8b9-4b01e05809a6,G46.4.5 - Wholesale of perfume and cosmetics,,,,,,,,G46.45,,,,
7f8f3fdd-ce9b-4a69-ad9d-abb18ed0975a,Attribute,a841d685-50d3-4c42-a8b9-4b01e05809a6,G46.4.6 - Wholesale of pharmaceutical goods,,,,,,,,G46.46,,,,
b6d2ff59-ebd1-49b4-96ab-dc68b04f73bb,Attribute,a841d685-50d3-4c42-a8b9-4b01e05809a6,"G46.4.7 - Wholesale of furniture, carpets and lighting equipment",,,,,,,,G46.47,,,,
18a085a0-0e90-40b5-8876-375adbbb1475,Attribute,a841d685-50d3-4c42-a8b9-4b01e05809a6,G46.4.8 - Wholesale of watches and jewellery,,,,,,,,G46.48,,,,
58f6866c-10b9-4764-b630-d58aa54ff51d,Attribute,a841d685-50d3-4c42-a8b9-4b01e05809a6,G46.4.9 - Wholesale of other household goods,,,,,,,,G46.49,,,,
93490be5-1823-451d-9dcf-cc2f1c5502c2,Group,1b9a04fe-bc12-492d-956f-d071467524e9,G46.5 - Wholesale of information and communication equipment,,,,,,,,G46.5,,,,
96533677-1239-4700-8b7d-e989cede01e3,Attribute,93490be5-1823-451d-9dcf-cc2f1c5502c2,"G46.5.1 - Wholesale of computers, computer peripheral equipment and software",,,,,,,,G46.51,,,,
22fd18ed-80e6-46fd-91f2-4b436fd44419,Attribute,93490be5-1823-451d-9dcf-cc2f1c5502c2,G46.5.2 - Wholesale of electronic and telecommunications equipment and parts,,,,,,,,G46.52,,,,
23621163-3982-4198-a850-16b6ff44e8b6,Group,1b9a04fe-bc12-492d-956f-d071467524e9,"G46.6 - Wholesale of other machinery, equipment and supplies",,,,,,,,G46.6,,,,
4f2a69e8-0953-4ec4-8693-842fadb52de7,Attribute,23621163-3982-4198-a850-16b6ff44e8b6,"G46.6.1 - Wholesale of agricultural machinery, equipment and supplies",,,,,,,,G46.61,,,,
079b1970-6ee9-4b19-898b-2a8990765565,Attribute,23621163-3982-4198-a850-16b6ff44e8b6,G46.6.2 - Wholesale of machine tools,,,,,,,,G46.62,,,,
1c57a72d-2fc4-45b3-add2-99171d915928,Attribute,23621163-3982-4198-a850-16b6ff44e8b6,"G46.6.3 - Wholesale of mining, construction and civil engineering machinery",,,,,,,,G46.63,,,,
149c89ec-3ce4-427f-b771-20ff55ca8493,Attribute,23621163-3982-4198-a850-16b6ff44e8b6,G46.6.4 - Wholesale of machinery for the textile industry and of sewing and knitting machines,,,,,,,,G46.64,,,,
af268075-0d9a-4af7-b947-62c5ce383f61,Attribute,23621163-3982-4198-a850-16b6ff44e8b6,G46.6.5 - Wholesale of office furniture,,,,,,,,G46.65,,,,
dbae8d51-0291-439f-b402-05b0a233684a,Attribute,23621163-3982-4198-a850-16b6ff44e8b6,G46.6.6 - Wholesale of other office machinery and equipment,,,,,,,,G46.66,,,,
75aac53b-157f-45ff-93c7-6016f0155ea9,Attribute,23621163-3982-4198-a850-16b6ff44e8b6,G46.6.9 - Wholesale of other machinery and equipment,,,,,,,,G46.69,,,,
a5f6a133-e884-4249-9382-f8666b512865,Group,1b9a04fe-bc12-492d-956f-d071467524e9,G46.7 - Other specialised wholesale,,,,,,,,G46.7,,,,
39dc6c1c-f646-4b1e-80fd-e5b50bc20619,Attribute,a5f6a133-e884-4249-9382-f8666b512865,"G46.7.1 - Wholesale of solid, liquid and gaseous fuels and related products",,,,,,,,G46.71,,,,
0cab6a87-878b-4e66-9def-51b6f538a5ef,Attribute,a5f6a133-e884-4249-9382-f8666b512865,G46.7.2 - Wholesale of metals and metal ores,,,,,,,,G46.72,,,,
b9f6f650-ce7b-41c7-bd26-f0bc797d9f28,Attribute,a5f6a133-e884-4249-9382-f8666b512865,"G46.7.3 - Wholesale of wood, construction materials and sanitary equipment",,,,,,,,G46.73,,,,
38aee546-5431-4963-aadc-b479b9f4beee,Attribute,a5f6a133-e884-4249-9382-f8666b512865,"G46.7.4 - Wholesale of hardware, plumbing and heating equipment and supplies",,,,,,,,G46.74,,,,
0bb201b0-8822-4d55-9303-c4b36cff5e7f,Attribute,a5f6a133-e884-4249-9382-f8666b512865,G46.7.5 - Wholesale of chemical products,,,,,,,,G46.75,,,,
921dfa28-70d5-49e5-b07c-574460620ccb,Attribute,a5f6a133-e884-4249-9382-f8666b512865,G46.7.6 - Wholesale of other intermediate products,,,,,,,,G46.76,,,,
e441171e-146c-45d1-9b38-835dd1a24aaa,Attribute,a5f6a133-e884-4249-9382-f8666b512865,G46.7.7 - Wholesale of waste and scrap,,,,,,,,G46.77,,,,
f4f92e89-c456-4b1a-ae95-30d5a49e28ff,Group,1b9a04fe-bc12-492d-956f-d071467524e9,G46.9 - Non-specialised wholesale trade,,,,,,,,G46.9,,,,
2b5afd38-e85a-43d0-b94b-5454d21d82b0,Attribute,f4f92e89-c456-4b1a-ae95-30d5a49e28ff,G46.9.0 - Non-specialised wholesale trade,,,,,,,,G46.90,,,,
3e0738cc-35b0-458d-ab38-ac950be90431,Group,1e034284-e317-405f-8688-e8098479b005,"G47 - Retail trade, except of motor vehicles and motorcycles",,,,,,,,G47,,,,
79f49157-7da6-4ed7-8254-3927fa3eb289,Group,3e0738cc-35b0-458d-ab38-ac950be90431,G47.1 - Retail sale in non-specialised stores,,,,,,,,G47.1,,,,
22ff813a-5c9d-431e-8954-7d1ea5713eba,Attribute,79f49157-7da6-4ed7-8254-3927fa3eb289,"G47.1.1 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,,,,,,G47.11,,,,
d789d853-6158-4225-b717-ad6bc6973124,Attribute,79f49157-7da6-4ed7-8254-3927fa3eb289,G47.1.9 - Other retail sale in non-specialised stores,,,,,,,,G47.19,,,,
f4a25064-c548-4d06-9f74-9d26bc14eb48,Group,3e0738cc-35b0-458d-ab38-ac950be90431,"G47.2 - Retail sale of food, beverages and tobacco in specialised stores",,,,,,,,G47.2,,,,
a65932ce-a918-4069-87b4-8f4dd1bb8214,Attribute,f4a25064-c548-4d06-9f74-9d26bc14eb48,G47.2.1 - Retail sale of fruit and vegetables in specialised stores,,,,,,,,G47.21,,,,
c43b029d-d08c-470f-ad01-293ccc29b57b,Attribute,f4a25064-c548-4d06-9f74-9d26bc14eb48,G47.2.2 - Retail sale of meat and meat products in specialised stores,,,,,,,,G47.22,,,,
a8609ae2-96cb-4fcd-a9a8-0ddeddd29d82,Attribute,f4a25064-c548-4d06-9f74-9d26bc14eb48,"G47.2.3 - Retail sale of fish, crustaceans and molluscs in specialised stores",,,,,,,,G47.23,,,,
6c2400f7-71db-45a9-9277-1a97d9f7bab3,Attribute,f4a25064-c548-4d06-9f74-9d26bc14eb48,"G47.2.4 - Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",,,,,,,,G47.24,,,,
fe776b62-23b7-495b-ae19-6c76dc7b2a83,Attribute,f4a25064-c548-4d06-9f74-9d26bc14eb48,G47.2.5 - Retail sale of beverages in specialised stores,,,,,,,,G47.25,,,,
e828b325-469a-4579-9570-eb09eec95705,Attribute,f4a25064-c548-4d06-9f74-9d26bc14eb48,G47.2.6 - Retail sale of tobacco products in specialised stores,,,,,,,,G47.26,,,,
be7c5bea-9b9b-4270-8ab9-ae296b41e16a,Attribute,f4a25064-c548-4d06-9f74-9d26bc14eb48,G47.2.9 - Other retail sale of food in specialised stores,,,,,,,,G47.29,,,,
ff64cc3a-ca39-4351-ba30-d99c6e0480f0,Group,3e0738cc-35b0-458d-ab38-ac950be90431,G47.3 - Retail sale of automotive fuel in specialised stores,,,,,,,,G47.3,,,,
d7f6ccc5-8d6f-4443-b884-6130fa277e94,Attribute,ff64cc3a-ca39-4351-ba30-d99c6e0480f0,G47.3.0 - Retail sale of automotive fuel in specialised stores,,,,,,,,G47.30,,,,
510a20ee-8d31-4bec-9c64-a322bbcba30f,Group,3e0738cc-35b0-458d-ab38-ac950be90431,G47.4 - Retail sale of information and communication equipment in specialised stores,,,,,,,,G47.4,,,,
c163cf87-ece9-44a9-ac3e-51e1bbb46dba,Attribute,510a20ee-8d31-4bec-9c64-a322bbcba30f,"G47.4.1 - Retail sale of computers, peripheral units and software in specialised stores",,,,,,,,G47.41,,,,
27aad537-52c1-4a1d-9113-4e407d9ade12,Attribute,510a20ee-8d31-4bec-9c64-a322bbcba30f,G47.4.2 - Retail sale of telecommunications equipment in specialised stores,,,,,,,,G47.42,,,,
28240aa8-2ab5-4bad-8b4a-052dff46ce20,Attribute,510a20ee-8d31-4bec-9c64-a322bbcba30f,G47.4.3 - Retail sale of audio and video equipment in specialised stores,,,,,,,,G47.43,,,,
5c4983a3-c79c-4aab-8586-faf70dd22501,Group,3e0738cc-35b0-458d-ab38-ac950be90431,G47.5 - Retail sale of other household equipment in specialised stores,,,,,,,,G47.5,,,,
fdc8203c-381c-49a7-a460-3b12a8ae22ca,Attribute,5c4983a3-c79c-4aab-8586-faf70dd22501,G47.5.1 - Retail sale of textiles in specialised stores,,,,,,,,G47.51,,,,
c1665abe-565b-4d30-8ffa-8d73f0379ce1,Attribute,5c4983a3-c79c-4aab-8586-faf70dd22501,"G47.5.2 - Retail sale of hardware, paints and glass in specialised stores",,,,,,,,G47.52,,,,
12328cbb-a214-4f44-836f-d2209a0cffd2,Attribute,5c4983a3-c79c-4aab-8586-faf70dd22501,"G47.5.3 - Retail sale of carpets, rugs, wall and floor coverings in specialised stores",,,,,,,,G47.53,,,,
d2f34adf-4c09-4c6a-a4ec-ce3548d4b5df,Attribute,5c4983a3-c79c-4aab-8586-faf70dd22501,G47.5.4 - Retail sale of electrical household appliances in specialised stores,,,,,,,,G47.54,,,,
a553b066-ec8b-4fd9-acd0-2a95bb4f465e,Attribute,5c4983a3-c79c-4aab-8586-faf70dd22501,"G47.5.9 - Retail sale of furniture, lighting equipment and other household articles in specialised stores",,,,,,,,G47.59,,,,
c4ae7259-7ea9-4622-8fdf-ce79eb785b8f,Group,3e0738cc-35b0-458d-ab38-ac950be90431,G47.6 - Retail sale of cultural and recreation goods in specialised stores,,,,,,,,G47.6,,,,
3dee1064-c407-438a-bc4d-3601c3e91964,Attribute,c4ae7259-7ea9-4622-8fdf-ce79eb785b8f,G47.6.1 - Retail sale of books in specialised stores,,,,,,,,G47.61,,,,
95f66876-6fd7-4e3b-b55d-c4bd4c2d62c8,Attribute,c4ae7259-7ea9-4622-8fdf-ce79eb785b8f,G47.6.2 - Retail sale of newspapers and stationery in specialised stores,,,,,,,,G47.62,,,,
a2e37801-67e4-4c9d-a208-bcb732fea7f3,Attribute,c4ae7259-7ea9-4622-8fdf-ce79eb785b8f,G47.6.3 - Retail sale of music and video recordings in specialised stores,,,,,,,,G47.63,,,,
869957a4-f23c-4046-87e5-bde81bcda7d0,Attribute,c4ae7259-7ea9-4622-8fdf-ce79eb785b8f,G47.6.4 - Retail sale of sporting equipment in specialised stores,,,,,,,,G47.64,,,,
e85336f4-0609-48bb-830a-f480c049089c,Attribute,c4ae7259-7ea9-4622-8fdf-ce79eb785b8f,G47.6.5 - Retail sale of games and toys in specialised stores,,,,,,,,G47.65,,,,
e30fa089-8403-4cb4-a4f2-52d5c81f5500,Group,3e0738cc-35b0-458d-ab38-ac950be90431,G47.7 - Retail sale of other goods in specialised stores,,,,,,,,G47.7,,,,
52d0e7d9-e907-4cd5-b535-c43db35ab674,Attribute,e30fa089-8403-4cb4-a4f2-52d5c81f5500,G47.7.1 - Retail sale of clothing in specialised stores,,,,,,,,G47.71,,,,
7ef6734e-a4b4-4686-9c2e-9ff5d7ad7f67,Attribute,e30fa089-8403-4cb4-a4f2-52d5c81f5500,G47.7.2 - Retail sale of footwear and leather goods in specialised stores,,,,,,,,G47.72,,,,
28b25649-05d9-4e6b-9fc7-ec6992b4a9e8,Attribute,e30fa089-8403-4cb4-a4f2-52d5c81f5500,G47.7.3 - Dispensing chemist in specialised stores,,,,,,,,G47.73,,,,
ab2caf1a-0efb-4461-b8fc-363f3ac739b9,Attribute,e30fa089-8403-4cb4-a4f2-52d5c81f5500,G47.7.4 - Retail sale of medical and orthopaedic goods in specialised stores,,,,,,,,G47.74,,,,
5dd28427-613e-4cf2-9ee0-5630d49b5ddf,Attribute,e30fa089-8403-4cb4-a4f2-52d5c81f5500,G47.7.5 - Retail sale of cosmetic and toilet articles in specialised stores,,,,,,,,G47.75,,,,
d9111964-29f3-4769-88b2-fbe483078632,Attribute,e30fa089-8403-4cb4-a4f2-52d5c81f5500,"G47.7.6 - Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",,,,,,,,G47.76,,,,
5f6d0228-227c-40bb-8c11-f78720116edc,Attribute,e30fa089-8403-4cb4-a4f2-52d5c81f5500,G47.7.7 - Retail sale of watches and jewellery in specialised stores,,,,,,,,G47.77,,,,
ff0872db-127b-4036-9de4-9ba5442b2e2a,Attribute,e30fa089-8403-4cb4-a4f2-52d5c81f5500,G47.7.8 - Other retail sale of new goods in specialised stores,,,,,,,,G47.78,,,,
3e09c72d-5988-4762-bde0-cbb17d73c63b,Attribute,e30fa089-8403-4cb4-a4f2-52d5c81f5500,G47.7.9 - Retail sale of second-hand goods in stores,,,,,,,,G47.79,,,,
87e1025c-801c-44be-b981-aba6ef9a59f4,Group,3e0738cc-35b0-458d-ab38-ac950be90431,G47.8 - Retail sale via stalls and markets,,,,,,,,G47.8,,,,
acbf6d92-863c-4ccf-acf3-17b60a93ce3f,Attribute,87e1025c-801c-44be-b981-aba6ef9a59f4,"G47.8.1 - Retail sale via stalls and markets of food, beverages and tobacco products",,,,,,,,G47.81,,,,
896c2db1-d137-4dc4-8816-3334a01c73dd,Attribute,87e1025c-801c-44be-b981-aba6ef9a59f4,"G47.8.2 - Retail sale via stalls and markets of textiles, clothing and footwear",,,,,,,,G47.82,,,,
c09168a4-e3d0-4ded-9465-3bc5df24fb5e,Attribute,87e1025c-801c-44be-b981-aba6ef9a59f4,G47.8.9 - Retail sale via stalls and markets of other goods,,,,,,,,G47.89,,,,
4a633f46-d4ff-465f-9cf2-a25bdb559a8e,Group,3e0738cc-35b0-458d-ab38-ac950be90431,"G47.9 - Retail trade not in stores, stalls or markets",,,,,,,,G47.9,,,,
a5eb0566-aab4-4c5f-ba96-cb8db46db9ee,Attribute,4a633f46-d4ff-465f-9cf2-a25bdb559a8e,G47.9.1 - Retail sale via mail order houses or via Internet,,,,,,,,G47.91,,,,
2efa74e8-3077-4a40-a28c-e15cb4548418,Attribute,4a633f46-d4ff-465f-9cf2-a25bdb559a8e,"G47.9.9 - Other retail sale not in stores, stalls or markets",,,,,,,,G47.99,,,,
d9d874fc-684a-40c7-a02d-98a998d3786e,Object,48a81836-a32d-4c7e-99fd-e66ba6cf1d52,H - Transporting and storage,,,,,,,,H,,,,
